,AE (reconstr err),LOF (outlier score),PPCA (log prob),VAE (latent prior prob),VAE (latent prob),VAE (reconstr err),VAE (reconstr err grad),Number of models
16916,False,False,False,False,True,False,False,1
11905,False,False,False,False,False,True,False,1
15487,False,False,False,False,False,True,False,1
10232,False,False,False,False,False,False,True,1
13107,False,False,False,False,False,False,True,1
14967,False,True,False,False,False,False,False,1
155,False,True,False,False,False,False,False,1
14835,False,False,False,False,True,False,False,1
12549,False,False,False,False,True,False,False,1
18056,False,False,False,True,False,False,False,1
16118,False,False,False,False,False,False,False,0
14519,False,False,False,False,False,False,False,0
8851,False,False,False,False,False,False,False,0
3701,False,False,False,False,False,False,False,0
11424,False,False,False,False,False,False,False,0
12145,False,False,False,False,False,False,False,0
436,False,False,False,False,False,False,False,0
5789,False,False,False,False,False,False,False,0
2828,False,False,False,False,False,False,False,0
15989,False,False,False,False,False,False,False,0
1556,False,False,False,False,False,False,False,0
16728,False,False,False,False,False,False,False,0
7570,False,False,False,False,False,False,False,0
159,False,False,False,False,False,False,False,0
9456,False,False,False,False,False,False,False,0
12737,False,False,False,False,False,False,False,0
12070,False,False,False,False,False,False,False,0
1588,False,False,False,False,False,False,False,0
13364,False,False,False,False,False,False,False,0
13752,False,False,False,False,False,False,False,0
12050,False,False,False,False,False,False,False,0
6555,False,False,False,False,False,False,False,0
7398,False,False,False,False,False,False,False,0
14676,False,False,False,False,False,False,False,0
14027,False,False,False,False,False,False,False,0
1228,False,False,False,False,False,False,False,0
2092,False,False,False,False,False,False,False,0
11691,False,False,False,False,False,False,False,0
14922,False,False,False,False,False,False,False,0
5585,False,False,False,False,False,False,False,0
7190,False,False,False,False,False,False,False,0
8549,False,False,False,False,False,False,False,0
1238,False,False,False,False,False,False,False,0
6846,False,False,False,False,False,False,False,0
6919,False,False,False,False,False,False,False,0
5590,False,False,False,False,False,False,False,0
6687,False,False,False,False,False,False,False,0
5565,False,False,False,False,False,False,False,0
5185,False,False,False,False,False,False,False,0
7913,False,False,False,False,False,False,False,0
16773,False,False,False,False,False,False,False,0
7226,False,False,False,False,False,False,False,0
10534,False,False,False,False,False,False,False,0
17618,False,False,False,False,False,False,False,0
15410,False,False,False,False,False,False,False,0
8811,False,False,False,False,False,False,False,0
5575,False,False,False,False,False,False,False,0
5242,False,False,False,False,False,False,False,0
1589,False,False,False,False,False,False,False,0
7016,False,False,False,False,False,False,False,0
9227,False,False,False,False,False,False,False,0
9242,False,False,False,False,False,False,False,0
11836,False,False,False,False,False,False,False,0
5686,False,False,False,False,False,False,False,0
7823,False,False,False,False,False,False,False,0
13386,False,False,False,False,False,False,False,0
2130,False,False,False,False,False,False,False,0
15468,False,False,False,False,False,False,False,0
12641,False,False,False,False,False,False,False,0
14366,False,False,False,False,False,False,False,0
10350,False,False,False,False,False,False,False,0
8244,False,False,False,False,False,False,False,0
11498,False,False,False,False,False,False,False,0
17028,False,False,False,False,False,False,False,0
12237,False,False,False,False,False,False,False,0
6046,False,False,False,False,False,False,False,0
7547,False,False,False,False,False,False,False,0
4727,False,False,False,False,False,False,False,0
16690,False,False,False,False,False,False,False,0
9165,False,False,False,False,False,False,False,0
7161,False,False,False,False,False,False,False,0
12001,False,False,False,False,False,False,False,0
17950,False,False,False,False,False,False,False,0
4579,False,False,False,False,False,False,False,0
12952,False,False,False,False,False,False,False,0
6198,False,False,False,False,False,False,False,0
4025,False,False,False,False,False,False,False,0
2566,False,False,False,False,False,False,False,0
2803,False,False,False,False,False,False,False,0
12088,False,False,False,False,False,False,False,0
17582,False,False,False,False,False,False,False,0
6155,False,False,False,False,False,False,False,0
13839,False,False,False,False,False,False,False,0
719,False,False,False,False,False,False,False,0
6516,False,False,False,False,False,False,False,0
972,False,False,False,False,False,False,False,0
7011,False,False,False,False,False,False,False,0
7395,False,False,False,False,False,False,False,0
4402,False,False,False,False,False,False,False,0
2207,False,False,False,False,False,False,False,0
12512,False,False,False,False,False,False,False,0
13767,False,False,False,False,False,False,False,0
11308,False,False,False,False,False,False,False,0
11477,False,False,False,False,False,False,False,0
13370,False,False,False,False,False,False,False,0
8835,False,False,False,False,False,False,False,0
12903,False,False,False,False,False,False,False,0
8386,False,False,False,False,False,False,False,0
14047,False,False,False,False,False,False,False,0
13869,False,False,False,False,False,False,False,0
13732,False,False,False,False,False,False,False,0
9889,False,False,False,False,False,False,False,0
674,False,False,False,False,False,False,False,0
8578,False,False,False,False,False,False,False,0
2158,False,False,False,False,False,False,False,0
17973,False,False,False,False,False,False,False,0
2661,False,False,False,False,False,False,False,0
16840,False,False,False,False,False,False,False,0
17644,False,False,False,False,False,False,False,0
3253,False,False,False,False,False,False,False,0
4979,False,False,False,False,False,False,False,0
12828,False,False,False,False,False,False,False,0
8931,False,False,False,False,False,False,False,0
10469,False,False,False,False,False,False,False,0
12096,False,False,False,False,False,False,False,0
3923,False,False,False,False,False,False,False,0
7557,False,False,False,False,False,False,False,0
3227,False,False,False,False,False,False,False,0
16317,False,False,False,False,False,False,False,0
11950,False,False,False,False,False,False,False,0
15211,False,False,False,False,False,False,False,0
10692,False,False,False,False,False,False,False,0
11867,False,False,False,False,False,False,False,0
2745,False,False,False,False,False,False,False,0
3866,False,False,False,False,False,False,False,0
17885,False,False,False,False,False,False,False,0
17143,False,False,False,False,False,False,False,0
5345,False,False,False,False,False,False,False,0
11623,False,False,False,False,False,False,False,0
5102,False,False,False,False,False,False,False,0
7006,False,False,False,False,False,False,False,0
3483,False,False,False,False,False,False,False,0
1994,False,False,False,False,False,False,False,0
16010,False,False,False,False,False,False,False,0
1072,False,False,False,False,False,False,False,0
6707,False,False,False,False,False,False,False,0
11365,False,False,False,False,False,False,False,0
215,False,False,False,False,False,False,False,0
7605,False,False,False,False,False,False,False,0
9784,False,False,False,False,False,False,False,0
8350,False,False,False,False,False,False,False,0
4781,False,False,False,False,False,False,False,0
3313,False,False,False,False,False,False,False,0
11033,False,False,False,False,False,False,False,0
9968,False,False,False,False,False,False,False,0
10244,False,False,False,False,False,False,False,0
7763,False,False,False,False,False,False,False,0
2783,False,False,False,False,False,False,False,0
2295,False,False,False,False,False,False,False,0
5685,False,False,False,False,False,False,False,0
1696,False,False,False,False,False,False,False,0
10661,False,False,False,False,False,False,False,0
13379,False,False,False,False,False,False,False,0
6599,False,False,False,False,False,False,False,0
3276,False,False,False,False,False,False,False,0
3764,False,False,False,False,False,False,False,0
1102,False,False,False,False,False,False,False,0
6614,False,False,False,False,False,False,False,0
8707,False,False,False,False,False,False,False,0
16881,False,False,False,False,False,False,False,0
16164,False,False,False,False,False,False,False,0
8584,False,False,False,False,False,False,False,0
630,False,False,False,False,False,False,False,0
11908,False,False,False,False,False,False,False,0
10039,False,False,False,False,False,False,False,0
10847,False,False,False,False,False,False,False,0
12721,False,False,False,False,False,False,False,0
11594,False,False,False,False,False,False,False,0
12063,False,False,False,False,False,False,False,0
277,False,False,False,False,False,False,False,0
9744,False,False,False,False,False,False,False,0
5690,False,False,False,False,False,False,False,0
13401,False,False,False,False,False,False,False,0
11462,False,False,False,False,False,False,False,0
10601,False,False,False,False,False,False,False,0
25,False,False,False,False,False,False,False,0
13705,False,False,False,False,False,False,False,0
15150,False,False,False,False,False,False,False,0
6410,False,False,False,False,False,False,False,0
15217,False,False,False,False,False,False,False,0
15946,False,False,False,False,False,False,False,0
1809,False,False,False,False,False,False,False,0
9821,False,False,False,False,False,False,False,0
13193,False,False,False,False,False,False,False,0
6318,False,False,False,False,False,False,False,0
15914,False,False,False,False,False,False,False,0
234,False,False,False,False,False,False,False,0
9120,False,False,False,False,False,False,False,0
3607,False,False,False,False,False,False,False,0
8043,False,False,False,False,False,False,False,0
522,False,False,False,False,False,False,False,0
5904,False,False,False,False,False,False,False,0
11715,False,False,False,False,False,False,False,0
4888,False,False,False,False,False,False,False,0
5832,False,False,False,False,False,False,False,0
10197,False,False,False,False,False,False,False,0
12820,False,False,False,False,False,False,False,0
7122,False,False,False,False,False,False,False,0
5842,False,False,False,False,False,False,False,0
13963,False,False,False,False,False,False,False,0
16435,False,False,False,False,False,False,False,0
11049,False,False,False,False,False,False,False,0
13200,False,False,False,False,False,False,False,0
15918,False,False,False,False,False,False,False,0
11486,False,False,False,False,False,False,False,0
5621,False,False,False,False,False,False,False,0
17867,False,False,False,False,False,False,False,0
7094,False,False,False,False,False,False,False,0
11992,False,False,False,False,False,False,False,0
5637,False,False,False,False,False,False,False,0
16763,False,False,False,False,False,False,False,0
3167,False,False,False,False,False,False,False,0
10533,False,False,False,False,False,False,False,0
6352,False,False,False,False,False,False,False,0
11606,False,False,False,False,False,False,False,0
6056,False,False,False,False,False,False,False,0
1116,False,False,False,False,False,False,False,0
8859,False,False,False,False,False,False,False,0
7818,False,False,False,False,False,False,False,0
2624,False,False,False,False,False,False,False,0
16989,False,False,False,False,False,False,False,0
5793,False,False,False,False,False,False,False,0
5571,False,False,False,False,False,False,False,0
9010,False,False,False,False,False,False,False,0
2224,False,False,False,False,False,False,False,0
17999,False,False,False,False,False,False,False,0
10863,False,False,False,False,False,False,False,0
6091,False,False,False,False,False,False,False,0
11684,False,False,False,False,False,False,False,0
16682,False,False,False,False,False,False,False,0
17552,False,False,False,False,False,False,False,0
6361,False,False,False,False,False,False,False,0
1948,False,False,False,False,False,False,False,0
17534,False,False,False,False,False,False,False,0
2587,False,False,False,False,False,False,False,0
9215,False,False,False,False,False,False,False,0
1378,False,False,False,False,False,False,False,0
13339,False,False,False,False,False,False,False,0
17311,False,False,False,False,False,False,False,0
3220,False,False,False,False,False,False,False,0
17541,False,False,False,False,False,False,False,0
15780,False,False,False,False,False,False,False,0
17222,False,False,False,False,False,False,False,0
5184,False,False,False,False,False,False,False,0
11796,False,False,False,False,False,False,False,0
11515,False,False,False,False,False,False,False,0
14462,False,False,False,False,False,False,False,0
1548,False,False,False,False,False,False,False,0
6353,False,False,False,False,False,False,False,0
14553,False,False,False,False,False,False,False,0
15076,False,False,False,False,False,False,False,0
4213,False,False,False,False,False,False,False,0
10293,False,False,False,False,False,False,False,0
15870,False,False,False,False,False,False,False,0
7982,False,False,False,False,False,False,False,0
2100,False,False,False,False,False,False,False,0
15454,False,False,False,False,False,False,False,0
12845,False,False,False,False,False,False,False,0
11788,False,False,False,False,False,False,False,0
17930,False,False,False,False,False,False,False,0
1815,False,False,False,False,False,False,False,0
14711,False,False,False,False,False,False,False,0
7170,False,False,False,False,False,False,False,0
16360,False,False,False,False,False,False,False,0
7430,False,False,False,False,False,False,False,0
7935,False,False,False,False,False,False,False,0
8418,False,False,False,False,False,False,False,0
5355,False,False,False,False,False,False,False,0
9083,False,False,False,False,False,False,False,0
5574,False,False,False,False,False,False,False,0
4072,False,False,False,False,False,False,False,0
8588,False,False,False,False,False,False,False,0
13411,False,False,False,False,False,False,False,0
12936,False,False,False,False,False,False,False,0
4424,False,False,False,False,False,False,False,0
3237,False,False,False,False,False,False,False,0
13770,False,False,False,False,False,False,False,0
16893,False,False,False,False,False,False,False,0
2005,False,False,False,False,False,False,False,0
2016,False,False,False,False,False,False,False,0
18054,False,False,False,False,False,False,False,0
10860,False,False,False,False,False,False,False,0
14807,False,False,False,False,False,False,False,0
10070,False,False,False,False,False,False,False,0
1772,False,False,False,False,False,False,False,0
8353,False,False,False,False,False,False,False,0
3976,False,False,False,False,False,False,False,0
1751,False,False,False,False,False,False,False,0
17328,False,False,False,False,False,False,False,0
12776,False,False,False,False,False,False,False,0
14975,False,False,False,False,False,False,False,0
1159,False,False,False,False,False,False,False,0
13778,False,False,False,False,False,False,False,0
3451,False,False,False,False,False,False,False,0
12649,False,False,False,False,False,False,False,0
7616,False,False,False,False,False,False,False,0
12728,False,False,False,False,False,False,False,0
10332,False,False,False,False,False,False,False,0
9836,False,False,False,False,False,False,False,0
8333,False,False,False,False,False,False,False,0
6892,False,False,False,False,False,False,False,0
14163,False,False,False,False,False,False,False,0
15736,False,False,False,False,False,False,False,0
10288,False,False,False,False,False,False,False,0
15478,False,False,False,False,False,False,False,0
9405,False,False,False,False,False,False,False,0
4650,False,False,False,False,False,False,False,0
9250,False,False,False,False,False,False,False,0
12691,False,False,False,False,False,False,False,0
4697,False,False,False,False,False,False,False,0
14118,False,False,False,False,False,False,False,0
16303,False,False,False,False,False,False,False,0
1968,False,False,False,False,False,False,False,0
703,False,False,False,False,False,False,False,0
12605,False,False,False,False,False,False,False,0
14953,False,False,False,False,False,False,False,0
5482,False,False,False,False,False,False,False,0
10621,False,False,False,False,False,False,False,0
17425,False,False,False,False,False,False,False,0
1800,False,False,False,False,False,False,False,0
13860,False,False,False,False,False,False,False,0
855,False,False,False,False,False,False,False,0
7815,False,False,False,False,False,False,False,0
4378,False,False,False,False,False,False,False,0
8921,False,False,False,False,False,False,False,0
6716,False,False,False,False,False,False,False,0
727,False,False,False,False,False,False,False,0
10719,False,False,False,False,False,False,False,0
11328,False,False,False,False,False,False,False,0
13319,False,False,False,False,False,False,False,0
7468,False,False,False,False,False,False,False,0
1447,False,False,False,False,False,False,False,0
11851,False,False,False,False,False,False,False,0
6317,False,False,False,False,False,False,False,0
14894,False,False,False,False,False,False,False,0
10088,False,False,False,False,False,False,False,0
17816,False,False,False,False,False,False,False,0
6748,False,False,False,False,False,False,False,0
14567,False,False,False,False,False,False,False,0
15986,False,False,False,False,False,False,False,0
3740,False,False,False,False,False,False,False,0
12419,False,False,False,False,False,False,False,0
1846,False,False,False,False,False,False,False,0
1478,False,False,False,False,False,False,False,0
5525,False,False,False,False,False,False,False,0
14411,False,False,False,False,False,False,False,0
1185,False,False,False,False,False,False,False,0
2394,False,False,False,False,False,False,False,0
11190,False,False,False,False,False,False,False,0
13672,False,False,False,False,False,False,False,0
4005,False,False,False,False,False,False,False,0
7429,False,False,False,False,False,False,False,0
2261,False,False,False,False,False,False,False,0
3736,False,False,False,False,False,False,False,0
10128,False,False,False,False,False,False,False,0
10004,False,False,False,False,False,False,False,0
11834,False,False,False,False,False,False,False,0
182,False,False,False,False,False,False,False,0
6993,False,False,False,False,False,False,False,0
5443,False,False,False,False,False,False,False,0
3744,False,False,False,False,False,False,False,0
10878,False,False,False,False,False,False,False,0
17955,False,False,False,False,False,False,False,0
10651,False,False,False,False,False,False,False,0
935,False,False,False,False,False,False,False,0
16326,False,False,False,False,False,False,False,0
13424,False,False,False,False,False,False,False,0
331,False,False,False,False,False,False,False,0
17207,False,False,False,False,False,False,False,0
7922,False,False,False,False,False,False,False,0
2702,False,False,False,False,False,False,False,0
12198,False,False,False,False,False,False,False,0
5889,False,False,False,False,False,False,False,0
5054,False,False,False,False,False,False,False,0
16066,False,False,False,False,False,False,False,0
2497,False,False,False,False,False,False,False,0
1842,False,False,False,False,False,False,False,0
10058,False,False,False,False,False,False,False,0
13577,False,False,False,False,False,False,False,0
9101,False,False,False,False,False,False,False,0
4658,False,False,False,False,False,False,False,0
11381,False,False,False,False,False,False,False,0
7718,False,False,False,False,False,False,False,0
13851,False,False,False,False,False,False,False,0
770,False,False,False,False,False,False,False,0
15306,False,False,False,False,False,False,False,0
15559,False,False,False,False,False,False,False,0
11777,False,False,False,False,False,False,False,0
17784,False,False,False,False,False,False,False,0
1875,False,False,False,False,False,False,False,0
5670,False,False,False,False,False,False,False,0
3760,False,False,False,False,False,False,False,0
4492,False,False,False,False,False,False,False,0
5823,False,False,False,False,False,False,False,0
15536,False,False,False,False,False,False,False,0
5002,False,False,False,False,False,False,False,0
1356,False,False,False,False,False,False,False,0
10366,False,False,False,False,False,False,False,0
17052,False,False,False,False,False,False,False,0
3628,False,False,False,False,False,False,False,0
12288,False,False,False,False,False,False,False,0
11431,False,False,False,False,False,False,False,0
11883,False,False,False,False,False,False,False,0
8210,False,False,False,False,False,False,False,0
11595,False,False,False,False,False,False,False,0
12871,False,False,False,False,False,False,False,0
16322,False,False,False,False,False,False,False,0
11196,False,False,False,False,False,False,False,0
16529,False,False,False,False,False,False,False,0
15664,False,False,False,False,False,False,False,0
16605,False,False,False,False,False,False,False,0
6048,False,False,False,False,False,False,False,0
11564,False,False,False,False,False,False,False,0
6246,False,False,False,False,False,False,False,0
15193,False,False,False,False,False,False,False,0
3321,False,False,False,False,False,False,False,0
13146,False,False,False,False,False,False,False,0
8365,False,False,False,False,False,False,False,0
16848,False,False,False,False,False,False,False,0
3052,False,False,False,False,False,False,False,0
16906,False,False,False,False,False,False,False,0
9168,False,False,False,False,False,False,False,0
17211,False,False,False,False,False,False,False,0
17351,False,False,False,False,False,False,False,0
7358,False,False,False,False,False,False,False,0
10487,False,False,False,False,False,False,False,0
16498,False,False,False,False,False,False,False,0
6344,False,False,False,False,False,False,False,0
17231,False,False,False,False,False,False,False,0
16148,False,False,False,False,False,False,False,0
6144,False,False,False,False,False,False,False,0
3830,False,False,False,False,False,False,False,0
9046,False,False,False,False,False,False,False,0
8831,False,False,False,False,False,False,False,0
10430,False,False,False,False,False,False,False,0
9794,False,False,False,False,False,False,False,0
6659,False,False,False,False,False,False,False,0
14126,False,False,False,False,False,False,False,0
5925,False,False,False,False,False,False,False,0
6370,False,False,False,False,False,False,False,0
3516,False,False,False,False,False,False,False,0
11892,False,False,False,False,False,False,False,0
948,False,False,False,False,False,False,False,0
11565,False,False,False,False,False,False,False,0
8179,False,False,False,False,False,False,False,0
6115,False,False,False,False,False,False,False,0
459,False,False,False,False,False,False,False,0
7568,False,False,False,False,False,False,False,0
4646,False,False,False,False,False,False,False,0
16062,False,False,False,False,False,False,False,0
1787,False,False,False,False,False,False,False,0
13132,False,False,False,False,False,False,False,0
7374,False,False,False,False,False,False,False,0
10449,False,False,False,False,False,False,False,0
1138,False,False,False,False,False,False,False,0
4578,False,False,False,False,False,False,False,0
1089,False,False,False,False,False,False,False,0
6049,False,False,False,False,False,False,False,0
14607,False,False,False,False,False,False,False,0
13269,False,False,False,False,False,False,False,0
9346,False,False,False,False,False,False,False,0
587,False,False,False,False,False,False,False,0
10013,False,False,False,False,False,False,False,0
9177,False,False,False,False,False,False,False,0
4079,False,False,False,False,False,False,False,0
6299,False,False,False,False,False,False,False,0
3831,False,False,False,False,False,False,False,0
9433,False,False,False,False,False,False,False,0
8381,False,False,False,False,False,False,False,0
13728,False,False,False,False,False,False,False,0
9172,False,False,False,False,False,False,False,0
9890,False,False,False,False,False,False,False,0
1715,False,False,False,False,False,False,False,0
13230,False,False,False,False,False,False,False,0
12625,False,False,False,False,False,False,False,0
1098,False,False,False,False,False,False,False,0
2326,False,False,False,False,False,False,False,0
11439,False,False,False,False,False,False,False,0
6416,False,False,False,False,False,False,False,0
16589,False,False,False,False,False,False,False,0
6763,False,False,False,False,False,False,False,0
1674,False,False,False,False,False,False,False,0
11101,False,False,False,False,False,False,False,0
7950,False,False,False,False,False,False,False,0
9122,False,False,False,False,False,False,False,0
12576,False,False,False,False,False,False,False,0
8915,False,False,False,False,False,False,False,0
11132,False,False,False,False,False,False,False,0
4741,False,False,False,False,False,False,False,0
3674,False,False,False,False,False,False,False,0
1377,False,False,False,False,False,False,False,0
10704,False,False,False,False,False,False,False,0
10559,False,False,False,False,False,False,False,0
11639,False,False,False,False,False,False,False,0
15155,False,False,False,False,False,False,False,0
16544,False,False,False,False,False,False,False,0
13514,False,False,False,False,False,False,False,0
13108,False,False,False,False,False,False,False,0
15483,False,False,False,False,False,False,False,0
40,False,False,False,False,False,False,False,0
8259,False,False,False,False,False,False,False,0
16418,False,False,False,False,False,False,False,0
17275,False,False,False,False,False,False,False,0
15235,False,False,False,False,False,False,False,0
5717,False,False,False,False,False,False,False,0
13943,False,False,False,False,False,False,False,0
3198,False,False,False,False,False,False,False,0
16688,False,False,False,False,False,False,False,0
2524,False,False,False,False,False,False,False,0
17701,False,False,False,False,False,False,False,0
10507,False,False,False,False,False,False,False,0
5154,False,False,False,False,False,False,False,0
778,False,False,False,False,False,False,False,0
9777,False,False,False,False,False,False,False,0
1492,False,False,False,False,False,False,False,0
660,False,False,False,False,False,False,False,0
1348,False,False,False,False,False,False,False,0
13615,False,False,False,False,False,False,False,0
9491,False,False,False,False,False,False,False,0
10178,False,False,False,False,False,False,False,0
7851,False,False,False,False,False,False,False,0
15367,False,False,False,False,False,False,False,0
14140,False,False,False,False,False,False,False,0
15223,False,False,False,False,False,False,False,0
1460,False,False,False,False,False,False,False,0
6701,False,False,False,False,False,False,False,0
2597,False,False,False,False,False,False,False,0
2659,False,False,False,False,False,False,False,0
9031,False,False,False,False,False,False,False,0
15037,False,False,False,False,False,False,False,0
11810,False,False,False,False,False,False,False,0
6142,False,False,False,False,False,False,False,0
12109,False,False,False,False,False,False,False,0
16785,False,False,False,False,False,False,False,0
17635,False,False,False,False,False,False,False,0
423,False,False,False,False,False,False,False,0
6999,False,False,False,False,False,False,False,0
12557,False,False,False,False,False,False,False,0
17004,False,False,False,False,False,False,False,0
17163,False,False,False,False,False,False,False,0
4088,False,False,False,False,False,False,False,0
2946,False,False,False,False,False,False,False,0
9641,False,False,False,False,False,False,False,0
10523,False,False,False,False,False,False,False,0
5075,False,False,False,False,False,False,False,0
11981,False,False,False,False,False,False,False,0
7230,False,False,False,False,False,False,False,0
15718,False,False,False,False,False,False,False,0
13686,False,False,False,False,False,False,False,0
13074,False,False,False,False,False,False,False,0
17096,False,False,False,False,False,False,False,0
4493,False,False,False,False,False,False,False,0
9335,False,False,False,False,False,False,False,0
933,False,False,False,False,False,False,False,0
13989,False,False,False,False,False,False,False,0
6439,False,False,False,False,False,False,False,0
7938,False,False,False,False,False,False,False,0
11680,False,False,False,False,False,False,False,0
13331,False,False,False,False,False,False,False,0
557,False,False,False,False,False,False,False,0
13893,False,False,False,False,False,False,False,0
882,False,False,False,False,False,False,False,0
10386,False,False,False,False,False,False,False,0
4761,False,False,False,False,False,False,False,0
10859,False,False,False,False,False,False,False,0
5867,False,False,False,False,False,False,False,0
6963,False,False,False,False,False,False,False,0
13151,False,False,False,False,False,False,False,0
12869,False,False,False,False,False,False,False,0
7166,False,False,False,False,False,False,False,0
7929,False,False,False,False,False,False,False,0
7269,False,False,False,False,False,False,False,0
13527,False,False,False,False,False,False,False,0
13283,False,False,False,False,False,False,False,0
16934,False,False,False,False,False,False,False,0
13002,False,False,False,False,False,False,False,0
16855,False,False,False,False,False,False,False,0
6642,False,False,False,False,False,False,False,0
14002,False,False,False,False,False,False,False,0
3802,False,False,False,False,False,False,False,0
12369,False,False,False,False,False,False,False,0
17263,False,False,False,False,False,False,False,0
16762,False,False,False,False,False,False,False,0
12014,False,False,False,False,False,False,False,0
2819,False,False,False,False,False,False,False,0
9094,False,False,False,False,False,False,False,0
364,False,False,False,False,False,False,False,0
4258,False,False,False,False,False,False,False,0
1207,False,False,False,False,False,False,False,0
17057,False,False,False,False,False,False,False,0
7684,False,False,False,False,False,False,False,0
15450,False,False,False,False,False,False,False,0
16415,False,False,False,False,False,False,False,0
15325,False,False,False,False,False,False,False,0
3170,False,False,False,False,False,False,False,0
3835,False,False,False,False,False,False,False,0
2151,False,False,False,False,False,False,False,0
14072,False,False,False,False,False,False,False,0
11927,False,False,False,False,False,False,False,0
6905,False,False,False,False,False,False,False,0
2834,False,False,False,False,False,False,False,0
9190,False,False,False,False,False,False,False,0
2567,False,False,False,False,False,False,False,0
1307,False,False,False,False,False,False,False,0
15448,False,False,False,False,False,False,False,0
10101,False,False,False,False,False,False,False,0
3730,False,False,False,False,False,False,False,0
16626,False,False,False,False,False,False,False,0
6207,False,False,False,False,False,False,False,0
3162,False,False,False,False,False,False,False,0
1140,False,False,False,False,False,False,False,0
8458,False,False,False,False,False,False,False,0
10037,False,False,False,False,False,False,False,0
1708,False,False,False,False,False,False,False,0
3630,False,False,False,False,False,False,False,0
3211,False,False,False,False,False,False,False,0
10485,False,False,False,False,False,False,False,0
11924,False,False,False,False,False,False,False,0
12021,False,False,False,False,False,False,False,0
6538,False,False,False,False,False,False,False,0
9702,False,False,False,False,False,False,False,0
10750,False,False,False,False,False,False,False,0
1863,False,False,False,False,False,False,False,0
115,False,False,False,False,False,False,False,0
7901,False,False,False,False,False,False,False,0
12306,False,False,False,False,False,False,False,0
7537,False,False,False,False,False,False,False,0
10503,False,False,False,False,False,False,False,0
11751,False,False,False,False,False,False,False,0
11590,False,False,False,False,False,False,False,0
8733,False,False,False,False,False,False,False,0
12866,False,False,False,False,False,False,False,0
1088,False,False,False,False,False,False,False,0
24,False,False,False,False,False,False,False,0
9764,False,False,False,False,False,False,False,0
15302,False,False,False,False,False,False,False,0
11150,False,False,False,False,False,False,False,0
14832,False,False,False,False,False,False,False,0
9959,False,False,False,False,False,False,False,0
12935,False,False,False,False,False,False,False,0
8068,False,False,False,False,False,False,False,0
2235,False,False,False,False,False,False,False,0
15851,False,False,False,False,False,False,False,0
8448,False,False,False,False,False,False,False,0
15955,False,False,False,False,False,False,False,0
16726,False,False,False,False,False,False,False,0
3175,False,False,False,False,False,False,False,0
11798,False,False,False,False,False,False,False,0
11528,False,False,False,False,False,False,False,0
7427,False,False,False,False,False,False,False,0
8605,False,False,False,False,False,False,False,0
1381,False,False,False,False,False,False,False,0
3426,False,False,False,False,False,False,False,0
3655,False,False,False,False,False,False,False,0
7470,False,False,False,False,False,False,False,0
4152,False,False,False,False,False,False,False,0
7084,False,False,False,False,False,False,False,0
695,False,False,False,False,False,False,False,0
8016,False,False,False,False,False,False,False,0
17869,False,False,False,False,False,False,False,0
3935,False,False,False,False,False,False,False,0
13127,False,False,False,False,False,False,False,0
7742,False,False,False,False,False,False,False,0
17792,False,False,False,False,False,False,False,0
2490,False,False,False,False,False,False,False,0
14860,False,False,False,False,False,False,False,0
13324,False,False,False,False,False,False,False,0
9134,False,False,False,False,False,False,False,0
7661,False,False,False,False,False,False,False,0
16361,False,False,False,False,False,False,False,0
8182,False,False,False,False,False,False,False,0
2767,False,False,False,False,False,False,False,0
1137,False,False,False,False,False,False,False,0
15153,False,False,False,False,False,False,False,0
4117,False,False,False,False,False,False,False,0
17805,False,False,False,False,False,False,False,0
4778,False,False,False,False,False,False,False,0
3906,False,False,False,False,False,False,False,0
2953,False,False,False,False,False,False,False,0
5929,False,False,False,False,False,False,False,0
15208,False,False,False,False,False,False,False,0
14878,False,False,False,False,False,False,False,0
276,False,False,False,False,False,False,False,0
1999,False,False,False,False,False,False,False,0
1227,False,False,False,False,False,False,False,0
11944,False,False,False,False,False,False,False,0
3735,False,False,False,False,False,False,False,0
14770,False,False,False,False,False,False,False,0
10378,False,False,False,False,False,False,False,0
6401,False,False,False,False,False,False,False,0
16287,False,False,False,False,False,False,False,0
13691,False,False,False,False,False,False,False,0
15601,False,False,False,False,False,False,False,0
10135,False,False,False,False,False,False,False,0
3361,False,False,False,False,False,False,False,0
6583,False,False,False,False,False,False,False,0
7835,False,False,False,False,False,False,False,0
11172,False,False,False,False,False,False,False,0
6,False,False,False,False,False,False,False,0
6564,False,False,False,False,False,False,False,0
11456,False,False,False,False,False,False,False,0
2606,False,False,False,False,False,False,False,0
17888,False,False,False,False,False,False,False,0
7611,False,False,False,False,False,False,False,0
2011,False,False,False,False,False,False,False,0
17268,False,False,False,False,False,False,False,0
9326,False,False,False,False,False,False,False,0
13790,False,False,False,False,False,False,False,0
11738,False,False,False,False,False,False,False,0
14730,False,False,False,False,False,False,False,0
13104,False,False,False,False,False,False,False,0
11120,False,False,False,False,False,False,False,0
6468,False,False,False,False,False,False,False,0
17331,False,False,False,False,False,False,False,0
929,False,False,False,False,False,False,False,0
3699,False,False,False,False,False,False,False,0
9655,False,False,False,False,False,False,False,0
11467,False,False,False,False,False,False,False,0
13120,False,False,False,False,False,False,False,0
5744,False,False,False,False,False,False,False,0
9649,False,False,False,False,False,False,False,0
1635,False,False,False,False,False,False,False,0
1141,False,False,False,False,False,False,False,0
16930,False,False,False,False,False,False,False,0
