,AE (reconstr err),LOF (outlier score),PPCA (log prob),VAE (latent prior prob),VAE (latent prob),VAE (reconstr err),VAE (reconstr err grad),Number of models
9327,False,False,False,False,False,False,False,0
6680,False,False,False,False,False,False,False,0
2749,False,False,False,False,False,False,False,0
10990,False,False,False,False,False,False,False,0
8497,False,False,False,False,False,False,False,0
1849,False,False,False,False,False,False,False,0
14504,False,False,False,False,False,False,False,0
6028,False,False,False,False,False,False,False,0
10180,False,False,False,False,False,False,False,0
3240,False,False,False,False,False,False,False,0
7361,False,False,False,False,False,False,False,0
7263,False,False,False,False,False,False,False,0
7997,False,False,False,False,False,False,False,0
16045,False,False,False,False,False,False,False,0
17307,False,False,False,False,False,False,False,0
8112,False,False,False,False,False,False,False,0
992,False,False,False,False,False,False,False,0
7032,False,False,False,False,False,False,False,0
3922,False,False,False,False,False,False,False,0
11578,False,False,False,False,False,False,False,0
15657,False,False,False,False,False,False,False,0
2240,False,False,False,False,False,False,False,0
4769,False,False,False,False,False,False,False,0
1293,False,False,False,False,False,False,False,0
10016,False,False,False,False,False,False,False,0
11065,False,False,False,False,False,False,False,0
4173,False,False,False,False,False,False,False,0
17301,False,False,False,False,False,False,False,0
10578,False,False,False,False,False,False,False,0
11599,False,False,False,False,False,False,False,0
4946,False,False,False,False,False,False,False,0
17133,False,False,False,False,False,False,False,0
9729,False,False,False,False,False,False,False,0
11414,False,False,False,False,False,False,False,0
10667,False,False,False,False,False,False,False,0
451,False,False,False,False,False,False,False,0
3731,False,False,False,False,False,False,False,0
7256,False,False,False,False,False,False,False,0
3663,False,False,False,False,False,False,False,0
389,False,False,False,False,False,False,False,0
8850,False,False,False,False,False,False,False,0
15837,False,False,False,False,False,False,False,0
14715,False,False,False,False,False,False,False,0
1855,False,False,False,False,False,False,False,0
12812,False,False,False,False,False,False,False,0
999,False,False,False,False,False,False,False,0
16489,False,False,False,False,False,False,False,0
8560,False,False,False,False,False,False,False,0
11686,False,False,False,False,False,False,False,0
508,False,False,False,False,False,False,False,0
5260,False,False,False,False,False,False,False,0
15181,False,False,False,False,False,False,False,0
680,False,False,False,False,False,False,False,0
15806,False,False,False,False,False,False,False,0
3664,False,False,False,False,False,False,False,0
1661,False,False,False,False,False,False,False,0
166,False,False,False,False,False,False,False,0
4357,False,False,False,False,False,False,False,0
13689,False,False,False,False,False,False,False,0
16485,False,False,False,False,False,False,False,0
9198,False,False,False,False,False,False,False,0
16547,False,False,False,False,False,False,False,0
7365,False,False,False,False,False,False,False,0
1914,False,False,False,False,False,False,False,0
14723,False,False,False,False,False,False,False,0
1363,False,False,False,False,False,False,False,0
6033,False,False,False,False,False,False,False,0
4287,False,False,False,False,False,False,False,0
7619,False,False,False,False,False,False,False,0
1567,False,False,False,False,False,False,False,0
3171,False,False,False,False,False,False,False,0
16479,False,False,False,False,False,False,False,0
7106,False,False,False,False,False,False,False,0
4160,False,False,False,False,False,False,False,0
2230,False,False,False,False,False,False,False,0
2292,False,False,False,False,False,False,False,0
174,False,False,False,False,False,False,False,0
9291,False,False,False,False,False,False,False,0
8752,False,False,False,False,False,False,False,0
14680,False,False,False,False,False,False,False,0
3408,False,False,False,False,False,False,False,0
1538,False,False,False,False,False,False,False,0
4776,False,False,False,False,False,False,False,0
4276,False,False,False,False,False,False,False,0
4408,False,False,False,False,False,False,False,0
3583,False,False,False,False,False,False,False,0
2217,False,False,False,False,False,False,False,0
17972,False,False,False,False,False,False,False,0
8148,False,False,False,False,False,False,False,0
10410,False,False,False,False,False,False,False,0
3326,False,False,False,False,False,False,False,0
14836,False,False,False,False,False,False,False,0
17925,False,False,False,False,False,False,False,0
3638,False,False,False,False,False,False,False,0
17919,False,False,False,False,False,False,False,0
3619,False,False,False,False,False,False,False,0
6217,False,False,False,False,False,False,False,0
12424,False,False,False,False,False,False,False,0
11307,False,False,False,False,False,False,False,0
8277,False,False,False,False,False,False,False,0
2369,False,False,False,False,False,False,False,0
10695,False,False,False,False,False,False,False,0
10993,False,False,False,False,False,False,False,0
9653,False,False,False,False,False,False,False,0
2176,False,False,False,False,False,False,False,0
13810,False,False,False,False,False,False,False,0
6689,False,False,False,False,False,False,False,0
8858,False,False,False,False,False,False,False,0
3318,False,False,False,False,False,False,False,0
14520,False,False,False,False,False,False,False,0
7432,False,False,False,False,False,False,False,0
15589,False,False,False,False,False,False,False,0
1676,False,False,False,False,False,False,False,0
7618,False,False,False,False,False,False,False,0
11128,False,False,False,False,False,False,False,0
10852,False,False,False,False,False,False,False,0
15925,False,False,False,False,False,False,False,0
5722,False,False,False,False,False,False,False,0
5973,False,False,False,False,False,False,False,0
11863,False,False,False,False,False,False,False,0
18030,False,False,False,False,False,False,False,0
5451,False,False,False,False,False,False,False,0
10193,False,False,False,False,False,False,False,0
16817,False,False,False,False,False,False,False,0
17796,False,False,False,False,False,False,False,0
17631,False,False,False,False,False,False,False,0
13912,False,False,False,False,False,False,False,0
17985,False,False,False,False,False,False,False,0
7160,False,False,False,False,False,False,False,0
14877,False,False,False,False,False,False,False,0
10685,False,False,False,False,False,False,False,0
7866,False,False,False,False,False,False,False,0
14143,False,False,False,False,False,False,False,0
11755,False,False,False,False,False,False,False,0
13979,False,False,False,False,False,False,False,0
9738,False,False,False,False,False,False,False,0
9475,False,False,False,False,False,False,False,0
14821,False,False,False,False,False,False,False,0
3667,False,False,False,False,False,False,False,0
10717,False,False,False,False,False,False,False,0
12474,False,False,False,False,False,False,False,0
7594,False,False,False,False,False,False,False,0
6976,False,False,False,False,False,False,False,0
17605,False,False,False,False,False,False,False,0
10211,False,False,False,False,False,False,False,0
3423,False,False,False,False,False,False,False,0
8199,False,False,False,False,False,False,False,0
3642,False,False,False,False,False,False,False,0
2409,False,False,False,False,False,False,False,0
3212,False,False,False,False,False,False,False,0
16770,False,False,False,False,False,False,False,0
16853,False,False,False,False,False,False,False,0
14122,False,False,False,False,False,False,False,0
11617,False,False,False,False,False,False,False,0
3743,False,False,False,False,False,False,False,0
4422,False,False,False,False,False,False,False,0
8728,False,False,False,False,False,False,False,0
8275,False,False,False,False,False,False,False,0
14223,False,False,False,False,False,False,False,0
16980,False,False,False,False,False,False,False,0
12399,False,False,False,False,False,False,False,0
6696,False,False,False,False,False,False,False,0
4316,False,False,False,False,False,False,False,0
3180,False,False,False,False,False,False,False,0
11030,False,False,False,False,False,False,False,0
4570,False,False,False,False,False,False,False,0
15792,False,False,False,False,False,False,False,0
4557,False,False,False,False,False,False,False,0
12692,False,False,False,False,False,False,False,0
7812,False,False,False,False,False,False,False,0
6297,False,False,False,False,False,False,False,0
14647,False,False,False,False,False,False,False,0
16022,False,False,False,False,False,False,False,0
17363,False,False,False,False,False,False,False,0
12146,False,False,False,False,False,False,False,0
10672,False,False,False,False,False,False,False,0
14198,False,False,False,False,False,False,False,0
15428,False,False,False,False,False,False,False,0
278,False,False,False,False,False,False,False,0
6771,False,False,False,False,False,False,False,0
3252,False,False,False,False,False,False,False,0
16803,False,False,False,False,False,False,False,0
289,False,False,False,False,False,False,False,0
15213,False,False,False,False,False,False,False,0
3075,False,False,False,False,False,False,False,0
16269,False,False,False,False,False,False,False,0
14459,False,False,False,False,False,False,False,0
16830,False,False,False,False,False,False,False,0
12327,False,False,False,False,False,False,False,0
11546,False,False,False,False,False,False,False,0
17801,False,False,False,False,False,False,False,0
10521,False,False,False,False,False,False,False,0
12098,False,False,False,False,False,False,False,0
4369,False,False,False,False,False,False,False,0
14752,False,False,False,False,False,False,False,0
692,False,False,False,False,False,False,False,0
15667,False,False,False,False,False,False,False,0
4956,False,False,False,False,False,False,False,0
8307,False,False,False,False,False,False,False,0
17565,False,False,False,False,False,False,False,0
2765,False,False,False,False,False,False,False,0
2161,False,False,False,False,False,False,False,0
3929,False,False,False,False,False,False,False,0
15264,False,False,False,False,False,False,False,0
3696,False,False,False,False,False,False,False,0
628,False,False,False,False,False,False,False,0
2451,False,False,False,False,False,False,False,0
14278,False,False,False,False,False,False,False,0
1105,False,False,False,False,False,False,False,0
13715,False,False,False,False,False,False,False,0
10827,False,False,False,False,False,False,False,0
17991,False,False,False,False,False,False,False,0
15170,False,False,False,False,False,False,False,0
17335,False,False,False,False,False,False,False,0
2871,False,False,False,False,False,False,False,0
12938,False,False,False,False,False,False,False,0
7423,False,False,False,False,False,False,False,0
12996,False,False,False,False,False,False,False,0
10152,False,False,False,False,False,False,False,0
14976,False,False,False,False,False,False,False,0
14407,False,False,False,False,False,False,False,0
16373,False,False,False,False,False,False,False,0
9408,False,False,False,False,False,False,False,0
9256,False,False,False,False,False,False,False,0
3786,False,False,False,False,False,False,False,0
12602,False,False,False,False,False,False,False,0
14173,False,False,False,False,False,False,False,0
4068,False,False,False,False,False,False,False,0
146,False,False,False,False,False,False,False,0
2041,False,False,False,False,False,False,False,0
62,False,False,False,False,False,False,False,0
15833,False,False,False,False,False,False,False,0
14629,False,False,False,False,False,False,False,0
16135,False,False,False,False,False,False,False,0
10659,False,False,False,False,False,False,False,0
679,False,False,False,False,False,False,False,0
8933,False,False,False,False,False,False,False,0
10751,False,False,False,False,False,False,False,0
5307,False,False,False,False,False,False,False,0
14847,False,False,False,False,False,False,False,0
16455,False,False,False,False,False,False,False,0
16302,False,False,False,False,False,False,False,0
3258,False,False,False,False,False,False,False,0
12855,False,False,False,False,False,False,False,0
7829,False,False,False,False,False,False,False,0
11961,False,False,False,False,False,False,False,0
10788,False,False,False,False,False,False,False,0
3278,False,False,False,False,False,False,False,0
5103,False,False,False,False,False,False,False,0
1637,False,False,False,False,False,False,False,0
8312,False,False,False,False,False,False,False,0
3074,False,False,False,False,False,False,False,0
9014,False,False,False,False,False,False,False,0
7296,False,False,False,False,False,False,False,0
8003,False,False,False,False,False,False,False,0
13956,False,False,False,False,False,False,False,0
10327,False,False,False,False,False,False,False,0
14394,False,False,False,False,False,False,False,0
16222,False,False,False,False,False,False,False,0
8326,False,False,False,False,False,False,False,0
6915,False,False,False,False,False,False,False,0
13516,False,False,False,False,False,False,False,0
4744,False,False,False,False,False,False,False,0
9909,False,False,False,False,False,False,False,0
644,False,False,False,False,False,False,False,0
1551,False,False,False,False,False,False,False,0
15132,False,False,False,False,False,False,False,0
1361,False,False,False,False,False,False,False,0
14961,False,False,False,False,False,False,False,0
1526,False,False,False,False,False,False,False,0
1629,False,False,False,False,False,False,False,0
15332,False,False,False,False,False,False,False,0
16101,False,False,False,False,False,False,False,0
4370,False,False,False,False,False,False,False,0
1184,False,False,False,False,False,False,False,0
3901,False,False,False,False,False,False,False,0
11202,False,False,False,False,False,False,False,0
8252,False,False,False,False,False,False,False,0
14613,False,False,False,False,False,False,False,0
5039,False,False,False,False,False,False,False,0
15001,False,False,False,False,False,False,False,0
5283,False,False,False,False,False,False,False,0
2912,False,False,False,False,False,False,False,0
489,False,False,False,False,False,False,False,0
16844,False,False,False,False,False,False,False,0
8024,False,False,False,False,False,False,False,0
16200,False,False,False,False,False,False,False,0
17945,False,False,False,False,False,False,False,0
7240,False,False,False,False,False,False,False,0
6864,False,False,False,False,False,False,False,0
690,False,False,False,False,False,False,False,0
7610,False,False,False,False,False,False,False,0
12013,False,False,False,False,False,False,False,0
602,False,False,False,False,False,False,False,0
10103,False,False,False,False,False,False,False,0
869,False,False,False,False,False,False,False,0
1993,False,False,False,False,False,False,False,0
13730,False,False,False,False,False,False,False,0
9116,False,False,False,False,False,False,False,0
13754,False,False,False,False,False,False,False,0
17455,False,False,False,False,False,False,False,0
1647,False,False,False,False,False,False,False,0
4545,False,False,False,False,False,False,False,0
596,False,False,False,False,False,False,False,0
17266,False,False,False,False,False,False,False,0
11510,False,False,False,False,False,False,False,0
14067,False,False,False,False,False,False,False,0
6038,False,False,False,False,False,False,False,0
14154,False,False,False,False,False,False,False,0
11281,False,False,False,False,False,False,False,0
6815,False,False,False,False,False,False,False,0
2700,False,False,False,False,False,False,False,0
11862,False,False,False,False,False,False,False,0
11502,False,False,False,False,False,False,False,0
10696,False,False,False,False,False,False,False,0
2773,False,False,False,False,False,False,False,0
17339,False,False,False,False,False,False,False,0
13687,False,False,False,False,False,False,False,0
6968,False,False,False,False,False,False,False,0
17241,False,False,False,False,False,False,False,0
14746,False,False,False,False,False,False,False,0
2294,False,False,False,False,False,False,False,0
7178,False,False,False,False,False,False,False,0
9928,False,False,False,False,False,False,False,0
12961,False,False,False,False,False,False,False,0
8306,False,False,False,False,False,False,False,0
17614,False,False,False,False,False,False,False,0
13045,False,False,False,False,False,False,False,0
7117,False,False,False,False,False,False,False,0
8690,False,False,False,False,False,False,False,0
7081,False,False,False,False,False,False,False,0
4733,False,False,False,False,False,False,False,0
8912,False,False,False,False,False,False,False,0
4384,False,False,False,False,False,False,False,0
11134,False,False,False,False,False,False,False,0
8143,False,False,False,False,False,False,False,0
2068,False,False,False,False,False,False,False,0
8468,False,False,False,False,False,False,False,0
15404,False,False,False,False,False,False,False,0
6296,False,False,False,False,False,False,False,0
3927,False,False,False,False,False,False,False,0
10105,False,False,False,False,False,False,False,0
11582,False,False,False,False,False,False,False,0
17024,False,False,False,False,False,False,False,0
3606,False,False,False,False,False,False,False,0
12127,False,False,False,False,False,False,False,0
10551,False,False,False,False,False,False,False,0
195,False,False,False,False,False,False,False,0
13440,False,False,False,False,False,False,False,0
802,False,False,False,False,False,False,False,0
2668,False,False,False,False,False,False,False,0
241,False,False,False,False,False,False,False,0
8758,False,False,False,False,False,False,False,0
12909,False,False,False,False,False,False,False,0
6219,False,False,False,False,False,False,False,0
2594,False,False,False,False,False,False,False,0
14344,False,False,False,False,False,False,False,0
86,False,False,False,False,False,False,False,0
10869,False,False,False,False,False,False,False,0
16397,False,False,False,False,False,False,False,0
16368,False,False,False,False,False,False,False,0
16956,False,False,False,False,False,False,False,0
1029,False,False,False,False,False,False,False,0
12601,False,False,False,False,False,False,False,0
136,False,False,False,False,False,False,False,0
6972,False,False,False,False,False,False,False,0
14945,False,False,False,False,False,False,False,0
7024,False,False,False,False,False,False,False,0
11087,False,False,False,False,False,False,False,0
2854,False,False,False,False,False,False,False,0
2346,False,False,False,False,False,False,False,0
5485,False,False,False,False,False,False,False,0
14682,False,False,False,False,False,False,False,0
6547,False,False,False,False,False,False,False,0
6160,False,False,False,False,False,False,False,0
17357,False,False,False,False,False,False,False,0
9607,False,False,False,False,False,False,False,0
12856,False,False,False,False,False,False,False,0
2761,False,False,False,False,False,False,False,0
17206,False,False,False,False,False,False,False,0
4855,False,False,False,False,False,False,False,0
517,False,False,False,False,False,False,False,0
7644,False,False,False,False,False,False,False,0
17050,False,False,False,False,False,False,False,0
11666,False,False,False,False,False,False,False,0
6358,False,False,False,False,False,False,False,0
12502,False,False,False,False,False,False,False,0
2438,False,False,False,False,False,False,False,0
10561,False,False,False,False,False,False,False,0
7737,False,False,False,False,False,False,False,0
6432,False,False,False,False,False,False,False,0
7162,False,False,False,False,False,False,False,0
10825,False,False,False,False,False,False,False,0
5755,False,False,False,False,False,False,False,0
5633,False,False,False,False,False,False,False,0
8399,False,False,False,False,False,False,False,0
6241,False,False,False,False,False,False,False,0
13065,False,False,False,False,False,False,False,0
11846,False,False,False,False,False,False,False,0
13636,False,False,False,False,False,False,False,0
15080,False,False,False,False,False,False,False,0
14702,False,False,False,False,False,False,False,0
12712,False,False,False,False,False,False,False,0
12968,False,False,False,False,False,False,False,0
9533,False,False,False,False,False,False,False,0
13723,False,False,False,False,False,False,False,0
14994,False,False,False,False,False,False,False,0
8643,False,False,False,False,False,False,False,0
14077,False,False,False,False,False,False,False,0
4559,False,False,False,False,False,False,False,0
10570,False,False,False,False,False,False,False,0
3197,False,False,False,False,False,False,False,0
5131,False,False,False,False,False,False,False,0
112,False,False,False,False,False,False,False,0
8160,False,False,False,False,False,False,False,0
16887,False,False,False,False,False,False,False,0
16217,False,False,False,False,False,False,False,0
139,False,False,False,False,False,False,False,0
4690,False,False,False,False,False,False,False,0
15926,False,False,False,False,False,False,False,0
12738,False,False,False,False,False,False,False,0
14927,False,False,False,False,False,False,False,0
3277,False,False,False,False,False,False,False,0
10758,False,False,False,False,False,False,False,0
10116,False,False,False,False,False,False,False,0
1424,False,False,False,False,False,False,False,0
17892,False,False,False,False,False,False,False,0
3951,False,False,False,False,False,False,False,0
9665,False,False,False,False,False,False,False,0
8058,False,False,False,False,False,False,False,0
6340,False,False,False,False,False,False,False,0
4821,False,False,False,False,False,False,False,0
18,False,False,False,False,False,False,False,0
3560,False,False,False,False,False,False,False,0
49,False,False,False,False,False,False,False,0
2949,False,False,False,False,False,False,False,0
16711,False,False,False,False,False,False,False,0
887,False,False,False,False,False,False,False,0
6261,False,False,False,False,False,False,False,0
7236,False,False,False,False,False,False,False,0
6989,False,False,False,False,False,False,False,0
10808,False,False,False,False,False,False,False,0
6309,False,False,False,False,False,False,False,0
11558,False,False,False,False,False,False,False,0
10976,False,False,False,False,False,False,False,0
12905,False,False,False,False,False,False,False,0
17313,False,False,False,False,False,False,False,0
2101,False,False,False,False,False,False,False,0
1818,False,False,False,False,False,False,False,0
369,False,False,False,False,False,False,False,0
16212,False,False,False,False,False,False,False,0
7071,False,False,False,False,False,False,False,0
11336,False,False,False,False,False,False,False,0
7294,False,False,False,False,False,False,False,0
7817,False,False,False,False,False,False,False,0
1920,False,False,False,False,False,False,False,0
82,False,False,False,False,False,False,False,0
816,False,False,False,False,False,False,False,0
13318,False,False,False,False,False,False,False,0
15497,False,False,False,False,False,False,False,0
1779,False,False,False,False,False,False,False,0
12654,False,False,False,False,False,False,False,0
6124,False,False,False,False,False,False,False,0
4017,False,False,False,False,False,False,False,0
5166,False,False,False,False,False,False,False,0
1134,False,False,False,False,False,False,False,0
8342,False,False,False,False,False,False,False,0
10996,False,False,False,False,False,False,False,0
10278,False,False,False,False,False,False,False,0
10451,False,False,False,False,False,False,False,0
10409,False,False,False,False,False,False,False,0
16772,False,False,False,False,False,False,False,0
4138,False,False,False,False,False,False,False,0
12048,False,False,False,False,False,False,False,0
859,False,False,False,False,False,False,False,0
2962,False,False,False,False,False,False,False,0
16260,False,False,False,False,False,False,False,0
15462,False,False,False,False,False,False,False,0
15123,False,False,False,False,False,False,False,0
15923,False,False,False,False,False,False,False,0
12506,False,False,False,False,False,False,False,0
10606,False,False,False,False,False,False,False,0
12768,False,False,False,False,False,False,False,0
12360,False,False,False,False,False,False,False,0
3849,False,False,False,False,False,False,False,0
17935,False,False,False,False,False,False,False,0
16601,False,False,False,False,False,False,False,0
17697,False,False,False,False,False,False,False,0
3554,False,False,False,False,False,False,False,0
12847,False,False,False,False,False,False,False,0
12883,False,False,False,False,False,False,False,0
12690,False,False,False,False,False,False,False,0
13237,False,False,False,False,False,False,False,0
6163,False,False,False,False,False,False,False,0
1518,False,False,False,False,False,False,False,0
12956,False,False,False,False,False,False,False,0
16561,False,False,False,False,False,False,False,0
13032,False,False,False,False,False,False,False,0
8801,False,False,False,False,False,False,False,0
15201,False,False,False,False,False,False,False,0
1813,False,False,False,False,False,False,False,0
1271,False,False,False,False,False,False,False,0
13922,False,False,False,False,False,False,False,0
8751,False,False,False,False,False,False,False,0
2994,False,False,False,False,False,False,False,0
15239,False,False,False,False,False,False,False,0
6409,False,False,False,False,False,False,False,0
4195,False,False,False,False,False,False,False,0
15499,False,False,False,False,False,False,False,0
2642,False,False,False,False,False,False,False,0
9280,False,False,False,False,False,False,False,0
13867,False,False,False,False,False,False,False,0
14576,False,False,False,False,False,False,False,0
16590,False,False,False,False,False,False,False,0
15941,False,False,False,False,False,False,False,0
