,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
9198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1538,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15049,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4538,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14711,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6599,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14520,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13810,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7610,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1920,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7071,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13440,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
86,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14394,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10570,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10808,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16711,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3951,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3171,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
