,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
6708,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
14902,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
4213,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
5154,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
11994,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2
2800,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
459,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
1116,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
3718,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
10997,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3129,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
7011,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
6049,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
17423,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
17973,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2723,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
15037,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1296,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
16328,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2
7851,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
9915,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
13170,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
3276,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
3841,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
10394,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
7382,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
9062,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
16065,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
15824,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
13778,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2
13803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
5869,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2
6040,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
3135,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
5063,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
4628,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
13705,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
6855,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
17507,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
3764,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4796,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,2
17632,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
16676,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
16166,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
5918,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
4552,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
15473,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
10412,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
3348,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
11145,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
8277,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
16600,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
492,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
6121,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
3156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
7552,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4523,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
8859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
4456,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
14234,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
12355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
11173,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4405,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
17909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
10343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9493,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1200,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
12356,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
12127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
16286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5241,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
7579,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5570,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11707,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
9949,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
14421,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13878,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
5934,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5634,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
12920,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
17394,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
11181,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6263,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5498,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16140,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
14474,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
2032,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1574,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
14317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5738,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11395,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
13291,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
7032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5074,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
12866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
17039,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
14921,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
9928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
7178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
10445,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9582,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
10886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
12174,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
11842,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
270,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13452,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16084,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1401,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5628,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6974,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1757,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
17361,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
11101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
6094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
10039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
11410,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
9583,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
8640,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13412,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
14087,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5618,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14628,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
14849,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5067,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
4458,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1936,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7415,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
14321,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11426,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
6481,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
17738,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
3832,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14704,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
6589,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3828,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1700,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11971,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
7537,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
11821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9171,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6587,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5164,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
17324,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
8319,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
17266,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
17878,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10234,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
9741,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14424,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
17534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
4143,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
2309,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11826,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
15754,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4214,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
9501,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
8089,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4937,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2600,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15865,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11108,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
13861,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
15266,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1364,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
16361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1756,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9802,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
2962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
6136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16332,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
870,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
9104,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
7418,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
6362,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
11943,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5679,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11654,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
14893,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5119,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
8347,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10896,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5285,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
6115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
3935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
13032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
17560,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7241,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
12426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
7084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
3113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
9536,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
441,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12014,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
10576,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
15869,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4120,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
15527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
9528,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4396,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7659,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
12883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15852,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
3536,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11683,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3825,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2093,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13822,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11001,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11035,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
17437,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4591,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
5939,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14949,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
13723,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6337,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1967,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3641,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
14072,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
9429,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
15607,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10659,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12458,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
13050,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11805,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
17462,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
15904,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
9009,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5394,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2780,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
6028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
13450,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7880,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9080,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
17287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9495,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14270,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
4482,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
4027,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
5488,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
11956,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
3450,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
9712,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15572,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
10442,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14890,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5041,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
16228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1337,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
14926,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
12237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
3637,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
16543,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4596,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1361,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
16562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
10558,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
15486,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4322,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
11810,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
13970,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
6129,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
14177,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5661,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14777,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
16626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16648,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7703,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
15616,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
3277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
8770,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
8611,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11767,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
2915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
17257,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14463,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7485,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10651,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
10844,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
2257,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
14123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3808,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10980,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
18031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
16499,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
989,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
6582,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4933,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15330,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13969,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
6993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5806,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
12679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
10848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
12906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6574,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
16794,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
13654,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
13672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1961,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3327,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
14868,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
15361,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
11254,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
53,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13202,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
3929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
8767,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
16916,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11442,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
12792,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
14099,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
16528,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
15306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
8995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
17577,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6774,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
