,VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NN (entropy),NN (max prob),PPCA (log prob),AE (reconstr err),LOF (outlier score),AnchoredNNEnsemble (entropy),AnchoredNNEnsemble (std),AnchoredNNEnsemble (mutual information),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),LogReg (entropy),LogReg (max prob),MCDropout (entropy),MCDropout (std),MCDropout (mutual information)
479,-447.76617,-19.243713,24.567501,1314.3645,0.046673853,0.005165398,1020.1672801768468,0.42498475,1.122550481874271,0.0011937129,0.00017041632,0.0001665022,0.02451517,0.0009975254,0.00025273114,0.0828227624177557,0.01030718855377355,0.016769448,4.656613e-10,-8.6613e-07
1596,-493.9605,-15.87055,24.123068,1117.6743,0.06648782,0.007894635,924.4684050875085,0.2949466,1.0080577581103531,0.011846426,0.0019937088,0.0019544708,0.06634979,0.0026668992,0.00060673803,0.1739147225362046,0.025999547470209272,0.043064505,2.3283064e-09,9.685755e-07
16777,-328.0368,-15.854784,23.99467,3196.9116,0.2643451,0.04490477,985.3198473493055,0.30083233,1.0426365494548517,0.12663546,0.028727151,0.025978021,0.2791217,0.013998335,0.0031104982,0.35273774255924606,0.06650349440697179,0.24351932,0.0,-1.6391277e-07
6501,-172.22856,-17.629488,23.5655,3886.5042,0.15678845,0.022782087,1010.0523534862782,0.27634823,1.1060789361799792,0.057258133,0.018162558,0.019128602,0.17533445,0.004117309,0.0005004853,0.11750768099903999,0.015858413405811067,0.19789246,3.7252903e-09,2.2351742e-07
17874,1016.87726,-16.206802,24.234812,492.08026,0.22098657,0.035441577,1628.8009360648084,0.9387286,1.157550724787804,0.17394501,0.043065466,0.040563554,0.43132558,0.035410497,0.011042029,0.10311935634290069,0.013488364960440924,0.3933277,2.2351742e-08,5.364418e-07
6541,874.4203,-16.654236,24.394632,809.79297,0.13785666,0.019364357,1382.0041891453097,0.6497808,1.1014943394910852,0.035601806,0.011192507,0.012383573,0.20843104,0.008906816,0.001731798,0.005206510054504726,0.0004101598888528457,0.18434139,1.6763806e-08,-6.109476e-07
7238,746.7748,-17.60875,26.516958,2153.3103,0.30748135,0.055051923,1288.605011488653,0.5801225,1.1181007883852898,0.008366835,0.00167275,0.0016670944,0.16061701,0.009493321,0.0026467294,0.14741244986930913,0.021071014084347306,0.12671591,9.313226e-09,-4.4703484e-07
16128,-478.10104,-17.254831,23.632648,2453.3896,0.028206177,0.002850473,947.4332515717372,0.29779518,1.0153403160728198,0.0022414236,0.0004402394,0.00044873438,0.022555938,0.0008870479,0.0002460219,0.045400766070794296,0.004998180226266746,0.02091443,9.313226e-10,-7.711351e-07
2487,410.11188,-15.920551,23.545654,672.5648,0.10219344,0.013339043,1133.610466361093,0.43567625,1.0489325776959402,0.007595648,0.0009006282,0.00078936014,0.06346549,0.0030976243,0.0009828769,0.015425474614313468,0.0014142164615138508,0.061434098,2.7939677e-09,-4.8801303e-07
5479,851.81866,-14.201648,24.817097,378.5174,0.19858493,0.030839562,1570.9420202231572,0.8068529,1.0914083378973953,0.031158946,0.005989203,0.006477954,0.28717047,0.018484015,0.004794687,0.039119435243447284,0.004188877357920284,0.3383868,4.4703484e-08,3.2782555e-07
15126,189.53223,-19.444334,25.217588,1649.6324,0.030195883,0.0030875802,1104.9285728827183,0.4310856,1.05907978985363,0.03268844,0.007756513,0.00835681,0.021332465,0.00056279916,0.00012171641,0.0022786950626297936,0.00016241048324316942,0.023737079,1.6298145e-09,6.1653554e-07
7717,-32.74751,-17.63312,24.760593,569.3291,0.5089183,0.11300647,1179.1089461755432,0.5261679,1.045774601477779,0.21870637,0.047685374,0.04634945,0.37938717,0.027095504,0.0074445903,0.6044123197292759,0.14784156147049266,0.19540966,1.8626451e-08,5.364418e-07
16595,554.02527,-13.866067,23.553453,715.55,0.6524841,0.16772938,1205.1823224038967,0.49172422,1.0872050854227227,0.9754665,0.23702034,0.19634855,0.63579535,0.03584164,0.0071035624,0.8302968902841369,0.2623667826491025,0.45865265,7.450581e-09,-1.7881393e-07
7859,448.35663,-17.906868,25.766075,1921.7664,0.14187649,0.020077705,1202.8322255828348,0.65633494,1.2627697100465831,0.0016103464,0.00016292451,0.00014805235,0.15281601,0.008705763,0.0022696853,0.11886767326008955,0.016087174927707948,0.14982995,1.8626451e-09,-4.61936e-07
9531,612.14636,-13.82037,29.069254,185.77368,0.1227084,0.01673758,1911.8993205175516,2.4659429,1.0009892809107797,0.026745811,0.007994565,0.008805258,0.22791578,0.018519573,0.0063800514,0.13839674490813447,0.019459823578289348,0.18301535,7.450581e-09,-4.172325e-07
13512,368.7492,-18.114397,24.504528,2433.2468,0.04076815,0.0043987036,1192.5671667790216,0.55194145,1.2038014518203617,0.004814246,0.0010017661,0.0010364284,0.034817122,0.0021173588,0.0008372627,0.03377911736795654,0.0035225873366511173,0.026931493,2.3283064e-10,5.9977174e-07
647,1140.1677,-20.689627,24.798597,632.6052,0.21598221,0.03439653,1317.2574146299312,0.6442075,1.0352281492684596,0.31836691,0.104730055,0.11162539,0.15471278,0.005189167,0.0008991957,0.048926291280798916,0.005463804495987157,0.17308028,9.313226e-09,4.7683716e-07
8816,1028.0221,-12.134602,23.409649,215.81378,0.8633255,0.28586936,1509.9026524514552,0.8954194,1.162887807814293,0.44150567,0.098688945,0.08375949,0.9122628,0.071690395,0.017141223,0.07654382648537042,0.009363569103852387,0.9461551,2.3841858e-07,-7.748604e-07
3613,100.23252,-18.216206,24.437387,1337.1609,0.35288513,0.06654215,1071.392668173352,0.4665649,1.1170610160614047,0.018691355,0.004764306,0.0047154278,0.34232184,0.018649217,0.0042108893,0.08602091504199293,0.010795361897591005,0.25314197,1.4901161e-08,-5.364418e-07
17283,-78.876495,-14.721754,24.466366,2840.6277,0.03522943,0.0037014484,1073.3008826349776,0.42603818,1.12250639327541,0.066729315,0.02258543,0.02432314,0.025506796,0.00059286924,0.00010466389,0.015299019106266663,0.0014008640069989031,0.026867185,6.9849193e-10,4.3213367e-07
6466,1818.9258,-1.6838235,31.70721,69.645996,0.2574684,0.04335493,2687.61304314726,2.220431,1.3546118039409492,0.0048665516,0.00069317676,0.00072776247,0.2669961,0.029592294,0.0123927295,0.0033219907602639125,0.0002474896934511195,0.29263982,3.7252903e-09,-8.34465e-07
1457,15.17375,-19.758377,25.846014,1137.1167,0.16949746,0.025158405,994.7531319663551,0.41074467,1.0448634102499788,0.019250046,0.0035983936,0.0035529062,0.15244998,0.005031067,0.000870198,0.2500451297481582,0.0417026757206127,0.09971036,0.0,-3.1292439e-07
11253,-29.475092,-23.29032,25.394718,704.79144,0.096381985,0.0124108195,1005.6994793037911,0.44574535,0.9993766488564715,0.0090320995,0.0017638117,0.0016385447,0.061497968,0.0018872864,0.00034113973,0.08830535202675836,0.011147123540245052,0.040080145,2.3283064e-09,-3.427267e-07
14320,1720.578,-8.591621,23.729626,273.20203,0.094522215,0.012117088,1822.5655731505121,1.2402753,1.28528544560712,0.0371598,0.007638181,0.007647317,0.10784555,0.0071532545,0.0023762435,0.0026628831456441335,0.00019324722193425625,0.07609139,4.656613e-09,1.4901161e-08
14301,915.2966,-20.860401,24.817642,1014.0706,0.18292573,0.027739525,1372.8113607173964,0.7559425,1.194462802418637,0.023878355,0.005724983,0.005554961,0.120801896,0.0053639826,0.0012991801,0.40428700077494745,0.08059920912300667,0.067168854,2.7939677e-09,-5.5879354e-07
7750,684.38104,-19.821075,22.698448,2362.6028,0.49552244,0.10854858,1260.6529861462081,0.5859714,1.1175920613076644,0.61463237,0.20825519,0.22207916,0.47682858,0.021849815,0.0036553144,0.15660460226710146,0.022748204702778496,0.34816754,3.7252903e-08,8.940697e-08
10580,181.63339,-15.908886,25.131586,3269.6738,0.06361598,0.0074850917,1070.8269017179082,0.43340614,1.0688714063865257,0.123076536,0.04523976,0.048198715,0.05386435,0.0026400927,0.00073533505,0.025555736897582906,0.002539854994245916,0.060789965,4.656613e-10,4.0605664e-07
5715,1112.5941,-15.08331,24.106365,564.8113,0.25502187,0.042807996,1531.7702496554598,1.0143961,1.2991963819420242,0.06646393,0.021428563,0.022608057,0.24302714,0.01667284,0.005503863,0.07314952357087054,0.00886181565524069,0.23111951,1.1175871e-08,-2.3841858e-07
883,127.89446,-18.676226,28.202694,511.27386,0.099670805,0.012934208,1580.022551826195,0.89712554,1.1772233715872908,0.04001835,0.0079793185,0.0078118965,0.111837834,0.0066028317,0.002102919,0.08991189670643071,0.011396013338223376,0.06835046,2.7939677e-09,6.4074993e-07
543,900.3957,-16.170767,25.382353,603.1108,0.13551736,0.01895237,1538.3136993673697,0.8039769,1.2378497353770452,0.10905237,0.02590319,0.027507782,0.11204393,0.006351342,0.0019474328,0.18673112158949265,0.028483976833270086,0.121392936,5.5879354e-09,-2.1606684e-07
567,-340.82016,-18.040684,25.294643,2257.0374,0.009295857,0.0007914305,1140.944038891725,0.48212886,1.1521534789558836,0.0006322557,0.00011581902,0.00012502295,0.006496527,0.00021001732,6.052293e-05,0.010594004043950032,0.000918827243082676,0.008883782,5.820766e-10,-8.568168e-08
606,1224.1393,-18.542028,26.012209,272.34494,0.1383453,0.019450724,1991.2710645549018,1.2961214,1.2574177057911697,0.025010379,0.0073879967,0.008132322,0.11238641,0.0042725108,0.0009024218,0.01469993709165402,0.0013378718641539056,0.10352448,7.450581e-09,-2.3841858e-07
17664,1230.9382,-20.076973,25.941544,481.22284,0.035083044,0.0036833286,1990.0974287306508,1.2405214,1.2664614062342436,0.00090176327,8.456722e-05,8.316233e-05,0.084199056,0.00418027,0.001180917,0.049946512646236466,0.005600014896815941,0.09289566,2.7939677e-09,-6.854534e-07
9978,-217.65834,-20.08864,24.632662,2711.2214,0.07607099,0.009293318,1044.1912937953548,0.44130608,1.0625145393662154,0.0510626,0.00953074,0.009561464,0.09955317,0.0058543445,0.0017988086,0.045402248169762835,0.004998374291324992,0.10691403,8.381903e-09,-4.8428774e-07
10362,-395.67422,-17.406433,23.74955,2100.7268,0.011089715,0.00096815825,957.9378373545717,0.31269437,1.017923563404064,0.0017768082,0.00024106832,0.0002684528,0.00965411,0.00019962205,3.710389e-05,0.010762246952638162,0.0009355286991850065,0.012971164,1.1641532e-10,1.7136335e-07
15730,499.05637,-17.04498,24.165527,2397.223,0.16826597,0.024925292,1196.8123512640368,0.46457216,1.2539670890133343,0.07557793,0.017589891,0.01552156,0.1911435,0.0091336705,0.0021921545,0.11660041339570831,0.01570625369052092,0.2134971,3.7252903e-09,8.493662e-07
6669,-63.564,-19.04165,27.125805,608.8659,0.03327711,0.003461063,1091.7561961607166,0.46412042,1.2002207574093442,0.00011364901,1.2991135e-05,1.240852e-05,0.031288184,0.0013116132,0.00032239035,0.005589682375331666,0.00044439521433714546,0.03675044,2.0954758e-09,2.682209e-07
3470,219.7942,-17.385689,24.745598,1299.1486,0.6006994,0.1463772,1080.016484332291,0.44508412,1.1801738199194836,0.98127174,0.30758923,0.3252002,0.6010645,0.026757956,0.0041734576,0.14429713482234807,0.020510468477155208,0.3952149,2.9802322e-08,-6.556511e-07
7221,91.944084,-19.759964,24.853165,4514.24,0.0035487574,0.00026649237,1235.577022925395,0.559821,1.167719433096082,8.724095e-05,1.2563777e-05,1.3205885e-05,0.003999207,0.00017025792,5.8420002e-05,0.0026558972914994686,0.0001926810661213585,0.012424276,3.4924597e-10,-3.501773e-07
12715,916.3042,-14.701925,24.042316,1117.811,0.17205256,0.025644004,1565.8055190142627,0.8659115,1.2135318252854232,0.0065494534,0.0008450358,0.00084506394,0.11171031,0.005255137,0.0013257414,0.012433008749999966,0.0011036478293300345,0.10399218,9.313226e-10,5.289912e-07
12472,-467.05258,-19.796873,23.923416,3183.9192,0.06209728,0.007270336,870.5798895679375,0.23417066,0.9948746993997417,0.0056536216,0.00065508415,0.00059622666,0.054905474,0.001410072,0.00021572039,0.04863360173265226,0.005424847568602842,0.06354749,5.122274e-09,3.501773e-07
741,-252.74123,-20.51409,28.36414,686.77155,0.052707355,0.005971849,965.4571107787683,0.48190564,1.1316587205073492,0.004868841,0.00068621745,0.0006414014,0.034635868,0.0009878115,0.0002052933,0.0321494488508968,0.003323501562718545,0.031013343,1.3969839e-09,-5.234033e-07
11917,-169.43988,-18.888105,24.872349,1777.8479,0.14893986,0.021347284,1124.594184439479,0.48210987,1.2580260495417048,0.019150957,0.0021297964,0.0018375758,0.121131375,0.007459231,0.002214551,0.15094623820297548,0.021711693809355337,0.095696315,2.7939677e-09,0.0
1977,458.0291,-17.684418,23.378443,303.8439,0.4611541,0.09754169,1266.9552554013958,0.5883252,1.1374622254972022,0.2940706,0.1154024,0.12842752,0.4731099,0.017286424,0.0023642778,0.1742091076682524,0.02605588092313882,0.5873498,7.4505806e-08,0.0
15139,191.77733,-15.266531,24.625566,411.804,0.045931634,0.0050677657,1092.1507475474214,0.4246617,1.0829504137287123,0.035852328,0.011166452,0.012217054,0.034753736,0.0013451125,0.00039599463,0.04053076512637345,0.004368377494465947,0.0514924,2.3283064e-09,-6.966293e-07
11759,230.9783,-16.071835,23.962688,3111.4424,0.018852184,0.001783073,1065.2031004591538,0.36497,1.0929468350654354,0.0074223923,0.0015727297,0.001642474,0.014176386,0.00029454246,5.0281174e-05,0.0026685932305161434,0.00019371012951274746,0.02900284,9.313226e-10,1.8626451e-08
2144,45.268612,-18.704021,25.101477,945.6994,0.22137684,0.035523474,1078.6800700608912,0.43201455,1.1492797175943055,0.2539837,0.06696997,0.07527462,0.19621924,0.01046952,0.0025970489,0.1607972112087263,0.023524615513833225,0.11905342,9.313226e-09,-5.1409006e-07
4457,71.83305,-18.441515,24.558952,830.36755,0.113656186,0.01521498,1061.9121068118702,0.37784246,1.0457127238729444,0.005363703,0.0005061685,0.00045456318,0.08843183,0.003091208,0.0006848946,0.021786468952289865,0.0021089649755534623,0.101987876,7.450581e-09,-2.682209e-07
15916,67.83769,-15.326345,27.441307,747.86487,0.0019903937,0.00013971329,1378.5355808447239,0.67920375,1.1062818889700288,0.06773518,0.024184763,0.02712626,0.004711655,0.00014606297,4.321756e-05,0.0009985026917234507,6.504755089931091e-05,0.005654266,0.0,9.313226e-10
4429,319.72754,-19.125278,25.017363,707.00745,0.018475436,0.0017418861,1125.0911855128281,0.43966445,1.2475545365141005,0.08770703,0.033159193,0.03752672,0.02091562,0.0006431213,0.00016212836,0.014596646249732647,0.0013270558067121074,0.032400932,1.8626451e-09,-9.611249e-07
13262,542.96075,-16.676031,25.715128,1604.0613,0.05796638,0.006692767,1183.4077196997769,0.4438481,1.1251183834444114,0.0118274875,0.0018181737,0.001787601,0.074029066,0.003145706,0.000802055,0.015030859839925307,0.00137261325669491,0.071201876,2.7939677e-09,-4.246831e-07
13911,1651.4899,-4.3568964,23.698584,168.69308,0.16601865,0.024501503,1645.5593109154115,0.9872034,1.1716555397146284,0.061270405,0.00968995,0.009605985,0.18230696,0.008395999,0.0020242631,0.139553809006233,0.01966471206453868,0.19085449,1.1175871e-08,-1.7881393e-07
2286,1032.6272,-16.012966,23.4529,593.567,0.5866498,0.14092255,1589.5724099800168,1.0289582,1.1310535073966927,0.21031804,0.08838189,0.09513625,0.44906494,0.023445504,0.004919708,0.10521786731688418,0.013828244732497108,0.23904985,1.8626451e-08,2.2351742e-07
5434,340.3716,-17.623499,24.957699,926.9951,0.99715817,0.4686272,1021.5991394795919,0.3605821,0.9959194093938581,0.99760383,0.35853717,0.44170386,0.99940705,0.037866894,0.0041701794,0.9441107331584735,0.36173110684939247,0.94364715,1.4901161e-07,2.3841858e-07
714,532.5464,-19.215948,24.561874,584.23505,0.06972527,0.008361697,1312.8691823051586,0.65674454,1.2490788170127947,0.003693242,0.0007371635,0.00074893865,0.08376493,0.0041802516,0.0013099089,0.03275756250809403,0.0033975509623973554,0.067867205,2.7939677e-09,9.313226e-07
15510,639.3411,-10.945002,22.460733,199.19583,0.51166576,0.11393285,1171.8840137502548,0.45783058,1.3989445852147833,0.32481858,0.08905168,0.098487586,0.57008654,0.065395266,0.0234223,0.30586742710568343,0.05465894445165009,0.7103796,8.940697e-08,-7.748604e-07
15019,776.9936,-18.899227,26.584517,772.8118,0.45762342,0.096444786,1408.9908023634139,0.8787744,1.093578023441398,0.089364916,0.01992535,0.020048395,0.24787368,0.013497364,0.0032067746,0.3567449037242634,0.06755830309370647,0.23942122,1.1175871e-08,-5.9604645e-08
3914,149.24712,-14.06361,23.913054,1230.8071,0.066533804,0.007901251,1031.8602070760314,0.37274563,1.0627175344330955,0.14653747,0.049353868,0.05155448,0.05694181,0.0017516679,0.00033792853,0.02283596238791592,0.002227601679725022,0.048050236,4.656613e-10,7.636845e-07
5508,630.4917,-26.8756,29.46429,2606.0493,0.91008544,0.3253317,1360.6943649319508,1.0173438,1.1942005795703818,0.702469,0.219304,0.22900558,0.8336874,0.057460967,0.012987137,0.23459869697509986,0.03833355513590575,0.95611554,1.7881393e-07,-5.9604645e-08
12878,41.782135,-16.043743,25.195934,1415.1366,0.060798325,0.007087648,1200.316414155648,0.5624818,1.1983255594029631,9.192036e-05,6.924338e-06,6.5459244e-06,0.04279431,0.001456446,0.00032259896,0.01988407031003919,0.0018966800251871696,0.11075523,9.313226e-10,5.438924e-07
16381,1751.6105,-2.9025462,22.410042,354.1166,0.036689334,0.0038831234,2449.628914366805,1.6137813,1.8913712105118925,0.020929324,0.004972773,0.0051858164,0.025400061,0.0011094796,0.00033092313,9.520277131850588e-06,4.2217787132869944e-07,0.034727048,1.3969839e-09,-1.15484e-07
3404,303.20135,-15.66141,23.822823,747.755,0.35226923,0.06638062,1126.1478972298898,0.4922042,1.1443568174240126,0.4647273,0.16761567,0.19680554,0.2851492,0.01001219,0.0014986098,0.055275187231622024,0.006321812264806326,0.2656174,7.450581e-09,-7.1525574e-07
510,983.63745,-9.542799,22.282084,220.75336,0.52886844,0.11982876,1286.104041590363,0.7186028,1.2663186328266935,0.3386647,0.13937676,0.16456217,0.56188285,0.023062078,0.003367424,0.2163936924250104,0.03448209065197494,0.39995193,4.4703484e-08,-3.874302e-07
15515,1354.9868,-18.357956,23.539776,1235.8789,0.4127009,0.08301103,1938.9005072558075,1.2444909,1.1618441798410857,0.27276224,0.057941962,0.047691137,0.55369616,0.02911088,0.0056245327,0.2848724638366128,0.0496415877692119,0.39177713,2.9802322e-08,1.4901161e-07
12675,-118.333984,-16.5545,24.121294,2576.9473,0.037762884,0.004017651,1044.6467105660186,0.39587438,1.1290535450593129,0.014663769,0.0039171716,0.004224769,0.033785045,0.0011477163,0.00026265904,0.021231869675013795,0.0020467047106955683,0.03917887,1.3969839e-09,-2.5331974e-07
14300,1307.8867,-5.1128097,24.677849,58.073822,0.05698967,0.0065576434,1922.4833043945314,1.1057398,1.0989018210831623,0.008400644,0.0019795208,0.0020788424,0.08432514,0.0045932475,0.0015807152,0.024048575371428075,0.002365979389211681,0.09717106,5.5879354e-09,-7.599592e-07
17976,867.7482,-12.316381,21.02214,168.4397,0.4840324,0.10480106,1387.3738076128052,0.6768413,1.036306312277001,0.38736528,0.15860532,0.17851467,0.7669071,0.042116858,0.0073443055,0.8527345838417897,0.2780169049708895,0.7625257,1.4901161e-08,-8.34465e-07
15704,943.8677,-17.630121,23.06574,291.96487,0.27420354,0.047158957,1315.5810308095968,0.7021355,1.2147926986389186,0.39206076,0.12810192,0.13453573,0.33085656,0.026864924,0.00880605,0.2404684744754899,0.03960289445389886,0.50838184,4.4703484e-08,4.7683716e-07
839,-227.06064,-18.185265,24.443396,1419.0614,0.32494146,0.059370637,1117.7753706871322,0.48445937,1.1110454586232021,0.1139613,0.03433824,0.035807826,0.34262207,0.018904876,0.0042773485,0.5863950959362891,0.14082491707706546,0.34947056,2.2351742e-08,-8.940697e-08
12465,-44.349922,-18.395105,27.523838,2377.0889,0.010082128,0.00086826086,1469.7178696500487,0.7364936,1.0612149534954376,0.0018818284,0.00026424645,0.00030305132,0.018339982,0.0006104792,0.00015834719,0.0031175947724570727,0.00023050014731740287,0.019292353,1.1641532e-10,-4.3027103e-07
14733,239.49974,-19.586557,23.85117,3817.8284,0.20159058,0.031445622,1036.6455944693494,0.38415307,1.0140584234075949,0.061243184,0.013536853,0.013682,0.21274479,0.011921786,0.0032095462,0.09159673758142124,0.011658362984062198,0.15635705,5.5879354e-09,-3.2782555e-07
10200,1417.3043,-7.473953,30.460947,131.55463,0.3548868,0.06706834,3951.450423962072,2.9765658,1.20220801974431,0.12831078,0.03876493,0.041473314,0.35342854,0.021606069,0.005630642,0.9019245289950613,0.3177560729194535,0.23525828,3.7252903e-09,-4.917383e-07
5165,648.0246,-16.130062,26.369825,226.09778,0.6834852,0.18156338,1537.1354904765963,0.84834874,1.0870767269771513,0.27794784,0.064926,0.06433153,0.6373579,0.05218496,0.015769124,0.5926618084976671,0.1432400969870985,0.63639355,4.4703484e-08,0.0
16078,-42.14001,-17.286701,23.15451,2382.7344,0.009957517,0.0008560419,1117.062211878578,0.39876387,1.164345246328337,0.015217112,0.0033133482,0.003425222,0.010252858,0.00032987646,8.79392e-05,0.004998830712453872,0.00039175481902042897,0.014985718,0.0,6.8359077e-07
4889,827.63727,-15.013722,22.734634,351.02237,0.3935116,0.07755685,1323.0999334431053,0.6293885,1.0004094635487175,0.17444108,0.04349891,0.044009477,0.4716071,0.017792808,0.0025294423,0.11389633916267766,0.01525489309357031,0.5116379,7.450581e-09,-3.5762787e-07
5893,718.43915,-20.086237,23.942816,2041.9822,0.11251677,0.015025854,1360.1399792755988,0.7612837,1.073284622507798,0.18020055,0.059720688,0.057532713,0.14326625,0.0051443833,0.00088462234,0.03173542505080164,0.0032732515389725103,0.1216641,5.5879354e-09,-5.662441e-07
8991,308.75314,-16.766771,26.508163,1394.8645,0.7613126,0.22062802,1174.9979619300652,0.54178894,1.0841625461743192,0.28597587,0.05448386,0.048694223,0.724318,0.033815194,0.0051332116,0.3200287442266494,0.05814299699453662,0.65340614,8.940697e-08,4.172325e-07
13238,379.6869,-20.17486,23.306042,1613.422,0.36682716,0.070242286,1142.2613073769303,0.4599926,1.0096980838749758,0.27344695,0.08142344,0.07965675,0.39591148,0.01970289,0.0036411881,0.17831680400692707,0.026845529525214018,0.39053437,5.2154064e-08,-1.1920929e-07
4840,-433.0419,-18.811392,23.720688,2397.2144,0.010477682,0.0009073019,997.6552597121638,0.35885203,1.0079309906284408,3.9072183e-05,3.7007046e-06,3.0914161e-06,0.008521795,0.00023601919,5.5624172e-05,0.0055953073835273036,0.00044490040584133084,0.012348985,3.4924597e-10,-3.4458935e-07
8929,-146.97568,-20.422585,26.7532,2559.8118,0.19272909,0.029668987,1161.6416408850123,0.6043676,1.0603312458758662,0.9945074,0.35555536,0.46578908,0.21534887,0.020273495,0.007430196,0.3405813788576929,0.06334468405699756,0.19114995,1.8626451e-08,-3.427267e-07
1142,257.8154,-13.326683,24.058603,775.7096,0.103631236,0.013571084,1156.158861447873,0.52011824,1.2501034613351762,0.21333246,0.05111326,0.04873784,0.0986566,0.0047067977,0.0012325272,0.2723830803298446,0.046739821935659065,0.114301816,7.450581e-09,3.799796e-07
3463,56.49697,-17.775517,25.262703,1732.3804,0.19736505,0.030594587,1025.8807337184326,0.37248096,1.11482023309209,0.29655832,0.08527167,0.094338164,0.22144055,0.01026634,0.0021149218,0.19771183733380118,0.03066418730582421,0.13811865,9.313226e-09,-5.066395e-07
12062,-409.61673,-18.409105,25.18952,3612.271,0.0043850113,0.00033801794,948.6367791406834,0.37509125,1.018666544686793,0.000425318,5.9994287e-05,6.3764426e-05,0.005300554,0.00016637893,4.746858e-05,0.027919620343888493,0.0028166150122034272,0.0059894966,1.4551915e-10,1.7508864e-07
3728,398.49475,-11.523614,22.971352,218.25351,0.2238956,0.03605354,1159.7086413038332,0.48309162,1.1715965047662948,0.2089738,0.05245774,0.05387923,0.21587932,0.013258923,0.0035197735,0.010306600769085328,0.0008903972757108303,0.27754778,3.7252903e-09,-5.662441e-07
9351,-433.73132,-17.544844,23.709782,3338.542,0.009955961,0.0008558631,933.0355635480817,0.28142166,1.0376943771104188,0.00051978015,7.8102996e-05,7.5377204e-05,0.010457273,0.00026742287,5.7142228e-05,0.02703645555690802,0.0027126495192394406,0.009391212,2.3283064e-10,4.2654574e-07
5742,484.32605,-14.768745,23.96026,1114.5101,0.99636114,0.46450245,1275.901996512207,0.57646084,1.3941789950468022,0.59652996,0.27274844,0.32686788,0.9876399,0.05417336,0.008712828,0.48925285947060887,0.10649514440728736,0.9852628,2.9802322e-08,0.0
5461,-105.846405,-19.81613,25.519978,1254.4816,0.03517956,0.0036953092,958.0438052999533,0.36432415,0.996076582219883,0.051569957,0.012378597,0.012741409,0.041058116,0.0019023804,0.0006097853,0.04502065397021548,0.0049484558970992465,0.0556328,4.1909516e-09,-3.427267e-07
12644,994.0436,-20.080711,26.247093,420.36285,0.36470062,0.069672585,1605.3011972551903,1.1134689,1.3401895799428396,0.22005457,0.073260136,0.071507856,0.36046457,0.020349737,0.004812151,0.2041362202341307,0.03196170096386408,0.46372515,0.0,-4.172325e-07
1801,-287.53314,-14.967251,24.431875,874.06476,0.08649022,0.010867417,918.0144465201865,0.2899956,1.0222866779141495,0.0032925732,0.00042627397,0.00037374976,0.0708648,0.0024385224,0.00047951937,0.04659332569348703,0.005154793690576809,0.06855337,2.7939677e-09,-9.4622374e-07
4756,728.29456,-18.505098,23.291748,864.8649,0.02946987,0.0030006766,1449.3496399674793,0.74808043,1.0556290574554392,1.0196918e-05,9.0971776e-07,9.0954927e-07,0.033951674,0.0013367449,0.00036027282,0.0009367362000121784,6.0622471707239e-05,0.036245123,6.9849193e-10,-5.9604645e-07
12892,678.44366,-19.688797,24.87014,873.93756,0.11147252,0.01485306,1254.9157842845461,0.5751052,1.1808516806262592,0.31550217,0.11441114,0.13148935,0.14631726,0.0045430665,0.00072950125,0.06891485090480028,0.00824427044529441,0.1315349,7.450581e-09,7.748604e-07
6730,766.6425,-15.338388,25.243507,694.91034,0.4667644,0.099297404,1418.4545449837865,0.7131871,1.1279127457885725,0.020547835,0.0051674107,0.005305484,0.32898375,0.033726815,0.013112992,0.15700512881578563,0.02282206836306888,0.415767,2.2351742e-08,-4.172325e-07
530,1284.537,-13.962443,26.069397,1004.2003,0.95496416,0.37572157,1568.3664157430812,0.77914894,1.30159486030083,0.394208,0.083286844,0.06483054,0.940359,0.08130798,0.021313667,0.999123026585814,0.48256829787033795,0.92291176,5.9604645e-08,-5.364418e-07
1540,951.8728,-18.037254,24.737226,243.01257,0.034116086,0.0035640001,2037.8993360348477,1.3152732,1.3607287726756412,0.042969372,0.012276597,0.01268224,0.024554,0.0015027401,0.00071274675,0.03084092054633304,0.0031651477625334046,0.028146781,1.3969839e-09,-4.9732625e-07
7220,-17.387323,-21.193266,25.690361,2571.4963,0.036231022,0.003825903,1009.3526087579896,0.40567118,1.036885923295267,0.00011289119,1.1181182e-05,1.0295807e-05,0.027867233,0.0007366879,0.00015751831,0.03058881053496738,0.003134794637252303,0.03672865,4.656613e-10,-7.5623393e-07
12451,372.94327,-19.261131,23.530241,1155.9893,0.09828588,0.012713194,1034.7807332933003,0.35997796,1.027960015237158,0.09446301,0.032171797,0.03397012,0.118917294,0.0065026763,0.00161241,0.04334927060643309,0.004730940844638654,0.10955779,2.7939677e-09,4.3958426e-07
1919,562.43475,-20.85671,25.52554,2700.1494,0.04703581,0.0052131414,1256.981794680158,0.59874016,1.1236705466067924,0.028378088,0.0066503948,0.0069763213,0.04344758,0.0016000507,0.00040576234,0.001565972385300785,0.00010702276447893677,0.033192564,2.3283064e-09,6.854534e-07
