,VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NN (entropy),NN (max prob),PPCA (log prob),AE (reconstr err),LOF (outlier score),AnchoredNNEnsemble (entropy),AnchoredNNEnsemble (std),AnchoredNNEnsemble (mutual information),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),LogReg (entropy),LogReg (max prob),MCDropout (entropy),MCDropout (std),MCDropout (mutual information)
2848,1287.6117,-19.7724,29.30789,83.154625,0.018112198,0.0017023087,2510.5086651236525,1.6790001,1.1841824217065415,3.7116028e-05,5.4214106e-06,5.9366466e-06,0.017092774,0.0009098223,0.00035768934,1.7588687984371204e-06,7.092760900828665e-08,0.027359817,9.313226e-10,-2.7753413e-07
8309,816.1732,-10.929164,22.642422,409.13895,0.12796882,0.017638683,1440.8741706880699,0.71627504,1.1621985920936773,0.03504046,0.008040984,0.007738294,0.19125327,0.0061015775,0.0009637922,0.013442749725553246,0.0012071450748216694,0.19789511,1.4901161e-08,-3.2782555e-07
15855,1578.774,-27.618994,40.7632,508.24152,0.020986073,0.0020192266,4386.847649264098,4.7588224,1.1960069277261802,1.2874472e-06,1.4685318e-07,7.960864e-08,0.020840509,0.0015053989,0.0009158682,-1.38138213772587e-08,2.1885715462133248e-11,0.034055986,1.1641532e-09,-4.209578e-07
5921,630.572,-15.979754,23.082882,454.0743,0.7944387,0.23963857,1340.8871727711385,0.65344065,1.0931664728196944,0.79736537,0.24188177,0.24378759,0.9098375,0.044849895,0.0066212416,0.9820318551585419,0.4212511677263252,0.7057061,1.1920929e-07,5.9604645e-08
11103,846.16766,-17.755695,24.158575,470.0844,0.20323986,0.031779706,1425.650395248752,0.7355752,1.0182929356675694,0.08554671,0.0258395,0.02755104,0.16015121,0.0074134218,0.0015793294,0.06537784088113295,0.007735805533657603,0.143717,1.1175871e-08,-6.2584877e-07
10908,631.67865,-18.166233,24.372885,616.2484,0.21935108,0.03509897,1233.386759877079,0.5238978,1.0797729713781723,0.9410905,0.31218553,0.35120255,0.3750734,0.0284662,0.008152306,0.862246331649204,0.28505413861953854,0.3118731,2.6077032e-08,-1.1026859e-06
563,-75.2717,-18.40017,24.408344,917.0111,0.08082357,0.01000458,1187.1424664740948,0.5477617,1.1298154050355225,0.008967609,0.0012855445,0.0012858538,0.06201508,0.0021746997,0.00044644997,0.3199286423073261,0.058118084610050635,0.08234563,3.7252903e-09,-2.2351742e-08
14458,935.14825,-8.344885,24.262392,147.37721,0.74149656,0.21000725,1407.7807126867006,0.79471123,1.413557116489893,0.9946519,0.28233913,0.2803855,0.8200048,0.04877741,0.009133279,0.5364046001655021,0.12246481021195144,0.89121485,8.940697e-08,-1.7881393e-07
3710,392.7027,-18.693687,25.838326,1149.0833,0.3912245,0.07691777,1363.1426299344698,0.781395,1.287692218380514,0.08069913,0.027773106,0.029104896,0.3031277,0.022427173,0.0072014034,0.5092915389140835,0.1131320799685086,0.31907037,1.4901161e-08,-5.9604645e-07
10052,311.01956,-17.899614,25.092596,3253.2354,0.77030665,0.22562516,1184.2045957522082,0.4724294,1.076624327833119,0.28082788,0.05134108,0.0427469,0.66318655,0.04109619,0.008975625,0.25878703976374506,0.04365068530458038,0.4493128,0.0,3.5762787e-07
5584,1488.4827,-15.203765,24.403322,485.68152,0.95491743,0.3756578,1833.9987680617628,1.1399591,1.3164859404481661,0.63895357,0.17645837,0.16012037,0.9640386,0.076266415,0.018128574,0.8857405537502728,0.3036780700321615,0.9738659,2.9802322e-08,4.7683716e-07
14110,859.4165,-13.7260475,23.796984,427.45154,0.067519754,0.008042932,1660.2831471825489,0.96176934,1.164019756769397,0.028482711,0.008593866,0.009477569,0.08994825,0.0031737592,0.0006126389,0.03810040490824016,0.0040601413283106735,0.11395979,9.313226e-09,9.685755e-07
322,162.03775,-17.091448,24.709593,621.1424,0.7499871,0.21449488,964.2137829880733,0.3792953,0.9961882763108608,0.79576665,0.203759,0.1598221,0.6759353,0.03831921,0.0069959164,0.37743026307954963,0.07311176514719131,0.43671137,1.4901161e-08,2.9802322e-08
11997,-370.47852,-16.636305,23.412788,2020.0632,0.036533535,0.0038636327,928.1858584540554,0.2744773,1.0573891145948149,0.0003747976,3.9964216e-05,3.2799406e-05,0.030866925,0.00089082314,0.00017502718,0.041565298255809874,0.004500829595228795,0.039914884,1.3969839e-09,7.0780516e-07
17931,-126.734375,-20.94649,24.40376,5139.5933,0.021183483,0.0020412803,1075.6014738211366,0.48750713,1.118762694537218,0.003953165,0.00047406397,0.00048815762,0.035546444,0.0020225663,0.0006988235,0.019849087209985673,0.0018928106602839057,0.03385631,1.1641532e-09,4.3585896e-07
14915,-113.08005,-18.040285,24.303343,1961.9606,0.02146367,0.002072692,995.9647480571956,0.2835044,1.0620314674259599,0.030605502,0.0075499797,0.0076275375,0.017498173,0.00051910826,0.00012067333,0.010557506857594203,0.0009152098777270856,0.016012197,1.1641532e-10,-8.381903e-08
13541,-246.82448,-15.396136,23.245817,1675.4236,0.06644299,0.007888198,1009.1562522285652,0.3912081,1.1019796024780635,0.0035992903,0.0004910171,0.0004910403,0.07116971,0.0035594245,0.0009939224,0.0918226323498671,0.01169364048574606,0.0636814,2.7939677e-09,6.3329935e-07
12396,401.1028,-18.775784,26.709286,2991.8484,0.09606757,0.01236105,1598.6162703190607,0.9023889,1.3478150396701238,0.10623665,0.040028255,0.04410131,0.15081796,0.019683914,0.010296047,0.5541819985612851,0.12881597499368524,0.11603821,7.450581e-09,3.2037497e-07
14302,758.99646,-14.923941,23.259163,229.88867,0.46179497,0.097741425,1372.6305081004384,0.67780447,1.0956934062094053,0.14127633,0.03467215,0.03546331,0.5166203,0.027359648,0.004975736,0.8902650653676342,0.3074987746470881,0.39335567,0.0,2.682209e-07
476,895.029,-9.211352,26.693645,107.30882,0.26517397,0.04509282,2081.4713934106608,1.4397324,0.9914390977720146,0.019585878,0.002674614,0.0024309475,0.21845393,0.015810821,0.0050534755,0.35303553137768734,0.06658164938583444,0.09143515,9.313226e-10,6.854534e-07
2519,-173.35489,-20.390331,25.845558,2586.2937,0.18059768,0.027286887,996.4084470599169,0.4255236,1.1251619186918216,0.25029105,0.091753975,0.087080985,0.14896971,0.0041877334,0.00056387484,0.12442325642620948,0.017030016618725496,0.10186999,1.8626451e-09,-4.6938658e-07
10670,721.718,-18.46416,25.425306,602.93475,0.04074332,0.0043955445,1871.1075549754023,1.1784414,1.0291466620755991,0.07469429,0.022594146,0.024530817,0.05267179,0.0016657823,0.00035843253,0.0029893240655559086,0.00021991349734895582,0.08254924,1.8626451e-09,-3.5762787e-07
2298,-301.4521,-21.491518,24.924446,1603.2505,0.036901705,0.0039096475,925.0161845524447,0.38608587,1.0536812755614742,0.050815947,0.017128207,0.019121837,0.028399147,0.00053895067,7.364154e-05,0.03913354805534655,0.004190665406856531,0.03825281,1.3969839e-09,-4.5076013e-07
7438,278.2174,-22.660711,27.416239,279.85083,0.23572849,0.03857684,1662.1763565009724,1.2108893,0.9959384414108563,0.03988263,0.008230777,0.008716198,0.2370002,0.01604675,0.004978478,0.1338407094743147,0.01865851096492288,0.13756923,1.8626451e-09,1.0430813e-07
13220,167.33896,-19.6171,26.36057,2707.7734,0.063460484,0.007463038,1156.7106823273496,0.5836601,1.1528829340808735,0.025280414,0.004772784,0.0052632373,0.056278836,0.0024293498,0.00060308725,0.0069581463293943244,0.0005693806699208492,0.057607174,9.313226e-10,-6.7800283e-07
8099,696.4141,-18.32181,26.361576,955.32166,0.5088899,0.112996936,1257.1588966578151,0.7727127,1.0789334542730462,0.16897035,0.0359749,0.036339685,0.6220691,0.037333794,0.008011758,0.5981705417686034,0.14538532740409638,0.368555,1.4901161e-08,-2.682209e-07
6319,36.371387,-20.296463,24.408714,868.8362,0.1345427,0.018781424,1140.1142452037375,0.53056645,1.1878330171705938,0.06863466,0.016008468,0.015987597,0.13611224,0.008993193,0.0026904345,0.09337176899544133,0.011936219040950657,0.16592312,3.7252903e-09,-6.556511e-07
13625,789.38727,-20.730038,24.394663,639.0343,0.20291783,0.03171438,1295.9573231138497,0.579129,1.049876992754644,0.041635282,0.00852955,0.008292835,0.2276557,0.007687716,0.0011742711,0.022073055879859093,0.0021412557645277275,0.21396622,1.8626451e-08,-6.854534e-07
8352,-307.97916,-17.806374,23.13578,2021.4132,0.014226254,0.0012883544,967.4193873128218,0.34463602,1.0979747394344996,0.00022946196,2.2790604e-05,2.3212735e-05,0.011846717,0.00042334115,0.00011534523,0.017518000277359228,0.0016378947823180168,0.016521143,3.4924597e-10,-1.8253922e-07
9657,1144.6633,-10.424119,24.176634,120.327545,0.70027214,0.18942744,1717.555045181578,1.2483474,1.269185486389109,0.38953063,0.14856313,0.15510575,0.7045126,0.032919466,0.0047189593,0.3489751980421397,0.06551921334021304,0.47237784,3.7252903e-08,3.874302e-07
2334,1041.3033,-6.8106337,25.977463,91.75488,0.31089255,0.05588597,2154.967084723461,1.5086457,1.02330163681094,0.06683933,0.02350473,0.025949053,0.24217972,0.010311285,0.0020720363,0.03842598274373245,0.004101192178661561,0.21848497,0.0,9.0897083e-07
10826,687.5784,-15.5128975,23.033825,1066.7175,0.91508895,0.3301592,1368.364627132025,0.63963145,1.0618797779840985,0.9988454,0.32015684,0.33460617,0.96379054,0.0606186,0.010974944,0.4258638619385356,0.08684902555474261,0.86400867,8.940697e-08,-3.5762787e-07
1144,541.34924,-23.969429,26.671227,607.72485,0.29029465,0.050920546,1424.1301671511167,0.9743952,1.1287690993774582,0.16454044,0.0620334,0.06442697,0.42513108,0.024081957,0.004924059,0.1833720593841441,0.027826533791931785,0.5203233,5.9604645e-08,-5.9604645e-08
13962,947.66,-16.897692,26.380081,1368.1624,0.10191181,0.0132936835,1470.2480436498995,0.78155637,1.1281720732820795,0.1738132,0.06949134,0.076810256,0.14116456,0.0062154233,0.001303181,0.1280777157224334,0.017657469343979493,0.11961215,9.313226e-09,-3.3527613e-07
6740,-237.42891,-17.063927,23.356623,2459.6523,0.036483232,0.0038573742,1111.2515715028476,0.43632054,1.1510929156043326,0.02488729,0.0070209736,0.007412322,0.03283018,0.00090643595,0.00017930567,0.4318665406046377,0.08862590776804258,0.02573349,1.1641532e-09,-7.50646e-07
200,-112.11402,-18.109676,24.885134,1195.3461,0.18142644,0.02744776,1144.7724554292872,0.553258,1.221806558315804,0.36394748,0.16667636,0.18871371,0.24300636,0.011341389,0.0023079365,0.13097734313891307,0.018159378606061316,0.22201888,1.1175871e-08,2.682209e-07
4918,757.7318,-15.5521755,23.74492,211.52481,0.105693795,0.013905585,1561.9723883329593,0.8405519,1.117413576744216,0.046281174,0.011023719,0.010896929,0.12693156,0.0064847996,0.0018471628,0.07236360167844363,0.008746490796060491,0.1399144,7.450581e-09,8.1956387e-07
11420,587.5514,-18.76927,25.457767,5568.373,0.05929896,0.0068780184,1531.732201130625,0.7181087,1.053716876780415,0.06163568,0.0209524,0.022691645,0.078520685,0.0040797275,0.0012020245,0.0063144418438359565,0.0005100826749849796,0.09450575,9.313226e-10,9.164214e-07
14145,1065.9471,-12.05868,25.489275,304.6566,0.12753752,0.017564356,1786.9308838160473,0.98603845,1.0552219184155522,0.0021893803,0.00034832626,0.00035351387,0.11269302,0.004921946,0.0012076944,0.0019029244482001138,0.00013288673858979916,0.06867163,2.7939677e-09,5.2154064e-08
10665,366.3578,-14.847633,24.692291,2953.737,0.7008278,0.1896925,1159.1920295832892,0.44375962,1.1294890701736342,0.10097567,0.026932133,0.02731862,0.64352596,0.033196215,0.0061403513,0.31111757656926964,0.055941177710794654,0.69132864,1.3411045e-07,4.7683716e-07
13796,-498.6978,-18.69113,24.137884,3381.4539,0.057231795,0.0065910816,889.0918092656462,0.25465915,0.9935419140975139,0.042490043,0.013800731,0.01528397,0.043916397,0.001086447,0.00016739964,0.023117355175185015,0.002259589971256193,0.0442369,1.3969839e-09,-5.9232116e-07
15846,-528.8999,-17.046602,23.628792,2672.3826,0.031210814,0.0032097697,873.0251312524188,0.2387802,0.9875720291296654,0.0042017763,0.0007279157,0.0006844769,0.023725685,0.0005023256,7.351115e-05,0.01721692194125401,0.0016054019975803024,0.026059449,1.1641532e-09,-5.122274e-07
9150,905.4393,-18.301489,22.815935,316.49524,0.17041856,0.025333166,1623.9693462775008,0.9478555,1.3133798719209975,0.24227785,0.11608912,0.13618095,0.19453749,0.011442131,0.0030013323,0.2310652021020606,0.037575908522985646,0.19955735,5.5879354e-09,2.2351742e-07
5207,53.038975,-18.896431,25.317196,2272.6987,0.02653588,0.002654016,1098.5806836682073,0.54421,1.1939220485983904,0.0005514321,5.4633467e-05,5.35812e-05,0.025485188,0.0009412662,0.00023331493,0.012922259486009465,0.0011536239362138767,0.02959107,6.9849193e-10,-6.053597e-07
17436,-137.67369,-20.194695,25.308786,2887.1243,0.01723398,0.0016072392,959.8410145847796,0.40362462,1.007085703655482,0.0005815148,8.9355584e-05,8.844084e-05,0.0114908395,0.00026847882,5.1328912e-05,0.002244305734330931,0.0001596811771003015,0.018919881,6.9849193e-10,-4.377216e-07
6627,-215.967,-17.457077,24.758074,1932.2523,0.13423766,0.018727958,976.4295029820478,0.3501638,0.9988071514239305,0.286532,0.14925845,0.18345821,0.1054513,0.0044997726,0.0010841936,0.13665043704643523,0.01915165434346333,0.08589496,4.656613e-09,5.662441e-07
15472,-400.1902,-13.654544,23.385908,1506.7478,0.042896777,0.0046723485,931.4569010519788,0.2809016,1.0595401303676606,0.045219675,0.013286773,0.013946526,0.040070705,0.0014592517,0.0003334731,0.04137690890308333,0.004476655370423188,0.035400692,0.0,5.7742e-07
1303,764.0831,-23.480503,33.75005,934.3604,0.24254099,0.04005426,1660.6922323183442,1.0821656,1.3804524095712072,0.20072368,0.0457716,0.044573456,0.36540785,0.024623265,0.006502956,0.004490560894473517,0.00034717994541466624,0.33191225,1.8626451e-08,2.682209e-07
8380,619.50037,-18.249138,25.157495,1944.2192,0.19307266,0.029737294,1345.4957014661572,0.66975754,1.1079107896160267,0.03450925,0.008852516,0.0084531605,0.18991664,0.010969197,0.0028924346,0.07788258999748562,0.009563094345595768,0.17042272,1.8626451e-09,-3.2782555e-07
7897,-177.08481,-19.152689,23.512615,2890.7664,0.09145002,0.011635482,1024.5431792786067,0.37448373,1.1188648806726602,0.004907898,0.00078533293,0.00075053796,0.07015529,0.0019246204,0.0003171116,0.03259505559942678,0.003377734518373421,0.05056664,9.313226e-10,6.7800283e-07
17852,586.4507,-21.838139,24.219639,294.6657,0.07741485,0.009493291,1190.0390109719524,0.5044191,1.128771505585046,0.11922768,0.046718076,0.051557258,0.10950004,0.0059526986,0.0017460883,0.028516896785102663,0.00288730072139487,0.16011606,1.8626451e-09,4.4703484e-07
16219,661.4148,-17.639929,27.62335,2423.8882,0.041121356,0.004443884,1393.2156557495082,0.7090885,1.1846424382483025,0.0024869815,0.0004969023,0.0005132898,0.057266317,0.004022051,0.0015122853,0.12888352802325964,0.017796591876264034,0.053611685,3.7252903e-09,3.1664968e-07
3223,483.8766,-22.274334,28.185747,1119.0203,0.23862511,0.03920281,1246.1255672702662,0.6641629,1.273146775935332,0.2680235,0.06892601,0.067136005,0.24459223,0.012615769,0.0032893866,0.24673013629128138,0.040971781099600646,0.21549134,2.2351742e-08,-3.874302e-07
2534,888.19946,-15.011067,24.832073,161.61705,0.86691713,0.28860867,1586.3020015672,0.90277976,1.275898901214724,0.5147209,0.17925681,0.17635888,0.81110907,0.061813757,0.014508963,0.910117760735154,0.32536236858432077,0.6986901,1.4901161e-08,2.3841858e-07
14021,-235.33638,-17.651588,24.47339,2685.563,0.034943704,0.003666103,1030.174445875391,0.36749384,1.0963372858989637,0.014828355,0.0037600333,0.003860659,0.04658148,0.0025860243,0.0008774884,0.025590217336912118,0.0025438567952340563,0.035328247,1.1641532e-09,8.381903e-07
8206,1415.7219,-12.532667,23.63016,231.02986,0.064325355,0.0075858235,1613.4580909445108,1.0128963,1.2853283354419895,0.15169477,0.056109603,0.060673,0.06316732,0.0025672794,0.0005997643,0.0019397363004537926,0.00013574882466838023,0.06730499,9.313226e-10,-3.7252903e-07
9811,-451.86176,-18.979614,24.309822,2284.013,0.029242178,0.0029735565,964.4946873521045,0.35112965,1.0618792676594668,0.006667127,0.001041598,0.0010159602,0.021667073,0.000573945,0.00011126883,0.01132022589703932,0.00099122398442264,0.018478842,8.1490725e-10,2.3841858e-07
12787,1212.1527,-5.8336024,22.74428,100.52655,0.11298114,0.015102863,1593.8417504261924,0.858194,1.1957381225655477,0.20002547,0.08420414,0.09156618,0.14658383,0.0068078754,0.0017641783,0.09819354280264903,0.01269849295878378,0.11289595,9.313226e-10,-6.7800283e-07
10707,531.1686,-23.666004,24.546518,872.77924,0.40887687,0.08191091,1098.1653521465419,0.50017124,1.1774614295313315,0.9251199,0.29958585,0.33331788,0.4513011,0.013359128,0.0014681816,0.617511300686568,0.15308676483797412,0.314288,2.9802322e-08,-8.940697e-08
6440,955.5119,-17.267464,23.310238,1694.4291,0.9856077,0.42949194,1146.400640521511,0.49907073,1.1831191876171416,0.8188228,0.2409456,0.2391339,0.99862266,0.07830961,0.017958999,0.9999766235875607,0.4971554255964876,0.936113,1.7881393e-07,2.3841858e-07
6723,440.48984,-18.193546,23.357706,709.4856,0.4585798,0.09674132,1135.0041513082747,0.41648945,1.0199486835692444,0.8671588,0.3483078,0.5055429,0.4516151,0.029935747,0.00796181,0.9355466209700083,0.3516654440725584,0.49097842,1.4901161e-08,3.2782555e-07
11125,1147.3469,-7.3055964,24.319279,110.498146,0.018985711,0.0017977357,1628.3723553536124,0.96868366,1.1620416589385876,0.0026354636,0.00055441645,0.00059355004,0.020829743,0.0010793494,0.00039714016,0.013766205246293333,0.001240585404055139,0.013175586,4.656613e-10,-8.6426735e-07
5083,316.95236,-19.524399,26.60476,1972.2496,0.1308917,0.018144488,1335.8432279466733,0.6657278,1.1389885997523113,0.10367496,0.02241374,0.021404967,0.18919802,0.014658501,0.004743412,0.13401611570443447,0.018689199775824394,0.16526552,5.5879354e-09,6.2584877e-07
1429,-375.52234,-18.38625,24.928104,1030.7844,0.05802698,0.0067011714,929.6580203514833,0.31071126,1.066894476247235,0.18334274,0.06015527,0.06672635,0.04881587,0.001287063,0.00020420924,0.03225975298194944,0.003336911810656984,0.061618716,3.7252903e-09,-6.7800283e-07
15421,1446.1536,-11.400518,24.679226,351.40225,0.5324658,0.12108296,2093.5528845467015,1.2723731,1.1839490255038179,0.37571704,0.17701423,0.20498665,0.5678042,0.03429869,0.007985294,0.9678673825480455,0.39486494619039236,0.714492,7.4505806e-08,-7.1525574e-07
3572,424.0621,-16.765718,24.048569,266.1498,0.45609546,0.095972,1155.7571059206368,0.6167527,1.2752346557250587,0.54847556,0.22557381,0.25996387,0.45385548,0.01798512,0.00270921,0.3923881795714582,0.07724265656430018,0.24554284,0.0,-4.3213367e-07
10840,485.3454,-15.234535,23.166924,330.80814,0.63335466,0.15960121,1284.7647530945037,0.6663925,1.2065891990320585,0.2787243,0.057082236,0.050176084,0.593621,0.042520896,0.010717571,0.6104380009751347,0.15023898022214577,0.45446277,1.4901161e-08,-1.1920929e-07
17102,201.65547,-17.780989,24.878456,1833.7837,0.015841058,0.0014582276,1056.6800678235231,0.34866154,1.045054831389771,0.00044452134,7.579756e-05,7.927904e-05,0.010983303,0.0002920457,5.51017e-05,0.07220881198154029,0.008723815286813652,0.015621685,4.656613e-10,-5.0477684e-07
17995,613.4905,-22.26444,24.739693,1324.4703,0.12836625,0.017707229,1224.6298346792416,0.5821917,1.216461434063009,0.09167917,0.017913107,0.018685527,0.12949488,0.006723795,0.0018082112,0.03738289999883061,0.003969941280368872,0.22735222,3.7252903e-09,1.0430813e-07
6425,-119.987885,-18.356838,24.226145,2314.8047,0.0015978987,0.00010943413,1055.5773562174295,0.4176067,1.0776496265374484,0.00048364024,7.205497e-05,7.715443e-05,0.00196341,6.3148e-05,1.8532388e-05,0.008180008797292861,0.0006842083256818343,0.0048447317,2.910383e-11,-4.2654574e-07
13196,1160.5853,-13.28821,22.894691,207.42839,0.1980053,0.030723095,1453.0187265552067,0.8501702,1.1148016654466055,0.051067993,0.017075414,0.018847343,0.13929088,0.0067286748,0.0017867386,0.012926525862196498,0.0011540611691983615,0.15272422,1.3038516e-08,5.066395e-07
1767,58.044594,-13.669206,24.087645,755.29156,0.09857279,0.012758911,1084.4299704437972,0.45525464,1.1848029912613987,0.010639666,0.0021260588,0.0020706393,0.07060876,0.002500756,0.00054899603,0.030034888972865482,0.0030682842440892255,0.047789104,2.3283064e-09,3.3155084e-07
17820,253.90926,-11.323352,23.816881,286.75946,0.08862902,0.01119715,1164.5914256569872,0.49856496,1.2112226303420772,0.043086454,0.008681848,0.008815538,0.06317752,0.0017545533,0.00030763447,0.07948237874205501,0.009802714836189219,0.05884174,2.7939677e-09,-3.9488077e-07
1697,20.697222,-15.786196,24.587463,465.21954,0.14805108,0.021186411,1061.3425778331903,0.5111361,1.180264600330776,0.09684038,0.022628874,0.02409514,0.12316078,0.0047034835,0.0009240955,0.03618792843168204,0.0038205423675814476,0.10371792,0.0,-8.5681677e-07
14249,-249.12456,-15.222844,24.410446,2284.2075,0.036508963,0.0038605928,1000.0808316855437,0.31286666,1.1307338670922513,0.003596693,0.000580468,0.0005808845,0.03409098,0.0008223925,0.00013070926,0.03572638450391964,0.003763117999650456,0.03606771,1.8626451e-09,4.917383e-07
9015,-183.77748,-17.486769,24.765812,3774.458,0.005042358,0.00039559603,1147.8774675637321,0.5127554,1.1844441945427606,0.00012680623,1.0399081e-05,1.0964795e-05,0.0048510153,0.00012110369,3.071269e-05,0.014977391576087757,0.001366990842218585,0.007578947,2.3283064e-10,-7.748604e-07
17151,253.64569,-20.793295,24.894924,3332.2927,0.10529243,0.013840377,1097.002977670811,0.47147867,1.1727093709596474,0.060912196,0.016838295,0.016961541,0.10666918,0.002758628,0.00039060414,0.23793882919420434,0.03905421275079912,0.074178785,0.0,7.1525574e-07
12086,285.8836,-19.075108,23.6814,1827.156,0.06938993,0.00831306,1132.2031126570982,0.4442231,1.0278320719171092,0.09021444,0.03395556,0.03775365,0.07510913,0.0030049228,0.0007722974,0.14982760019424735,0.021508328864155546,0.07930082,4.656613e-09,6.7055225e-07
12431,809.60406,-19.42897,27.247814,409.26898,0.24631064,0.040879607,1786.828784552883,1.0433695,1.487240478304883,0.51212275,0.29541183,0.41863462,0.29333773,0.017811367,0.0047165155,0.24406019108950988,0.040386224405986715,0.33324057,2.9802322e-08,-3.874302e-07
14511,391.30786,-22.326996,24.86313,1547.5073,0.19090337,0.02930677,1100.064446984229,0.44345775,1.0864100087824864,0.015989002,0.0035610269,0.0036025848,0.20795655,0.014004389,0.0044976473,0.08061190528737769,0.009972674980097573,0.20030534,1.4901161e-08,-8.6426735e-07
10307,-357.8518,-20.235062,24.1144,3525.0918,0.09717335,0.012536287,976.2147849724679,0.31767488,1.0540235995167622,0.012395998,0.0023820484,0.0024445802,0.09658295,0.003244523,0.00063128024,0.051349149098956944,0.005788335649912102,0.107457116,9.313226e-10,4.7683716e-07
11233,-312.6771,-18.161114,23.562147,2696.0906,0.015974514,0.0014724135,975.4439865560757,0.2988633,1.0828345296168247,0.0006054176,6.237537e-05,5.96483e-05,0.0149522545,0.00031239697,5.1498413e-05,0.010205272965282938,0.000880404505318344,0.017695764,9.313226e-10,-6.1653554e-07
11933,-334.74817,-21.003391,23.869528,2067.8345,0.076630116,0.009376407,969.034595734212,0.39933175,1.0847614257647837,0.016183972,0.0034126115,0.0037269918,0.04616008,0.0008930304,0.000117938966,0.39013983221898996,0.07661547533737845,0.029471567,0.0,3.5576522e-07
16718,334.5091,-13.684262,23.154442,1647.2362,0.012719168,0.0011328459,1253.002838151614,0.5382124,1.285023917349276,0.0036434368,0.00038205422,0.00037780683,0.013337183,0.00041820222,0.00010525435,0.0009831940879848487,6.394781996665877e-05,0.034803253,1.6298145e-09,-1.0505319e-06
6945,-259.64346,-18.904573,24.103357,3400.2646,0.009727525,0.00083351135,1089.1615303058866,0.4325727,1.1192237268126195,0.00017587935,1.2743033e-05,1.1337266e-05,0.008859792,0.000318096,8.6554326e-05,0.014740972123174646,0.0013421725118002437,0.011673547,3.4924597e-10,-5.1036477e-07
12779,864.90424,-12.832248,23.660223,802.7959,0.5018365,0.110637724,1520.5670901354165,0.7310742,1.247920583048503,0.15114631,0.046328757,0.047866464,0.61149955,0.037539117,0.008123457,0.14809679658060704,0.02119468622704035,0.66605437,8.940697e-08,-5.9604645e-08
4467,449.83203,-16.044842,23.249529,368.60162,0.25982264,0.043883443,1089.484503766579,0.45195904,1.079483302745924,0.37829414,0.21068816,0.27054292,0.19639915,0.0104833115,0.0027079731,0.030735985440874032,0.003152507767967605,0.18504842,1.4901161e-08,-7.599592e-07
12272,717.5787,-23.776012,24.457422,1220.9785,0.2426619,0.040080667,1274.187485492739,0.67236733,1.1440891219983096,0.11275441,0.018387498,0.017535716,0.28321242,0.008471255,0.0011777282,0.9492784029495208,0.3681980232117117,0.14454386,7.450581e-09,-2.0861626e-07
13546,418.50018,-15.407404,23.244556,1170.6248,0.37893382,0.07352257,1051.4286252533013,0.3480544,1.0966355739733151,0.33831248,0.09148506,0.095918894,0.29018605,0.011340413,0.0018768013,0.35701985556735344,0.06763092683910155,0.30494297,3.7252903e-09,2.0861626e-07
1911,-536.2063,-17.713768,24.31195,1243.0785,0.24010716,0.039524376,928.0029180981336,0.27675813,1.0070147656955204,0.09679469,0.021485327,0.020083465,0.20380764,0.007011799,0.0011568815,0.2804449489623476,0.04860586148607582,0.1144343,9.313226e-09,-6.631017e-07
15545,654.4752,-16.144688,23.47071,1855.2958,0.19780456,0.030682802,1104.2864748985276,0.44548908,1.0440318913476128,0.065263234,0.014287358,0.015420567,0.17355901,0.014059976,0.005609691,0.08513732756220618,0.010659987022638928,0.10329639,4.656613e-09,-4.172325e-07
11274,915.8209,-20.652199,22.788994,825.0401,0.36298382,0.069214046,1457.424918201093,0.6977503,1.0932010421530811,0.15221953,0.045538925,0.049486987,0.455679,0.02194228,0.0040361583,0.6950905972720569,0.18697042440597056,0.41667646,3.7252903e-08,8.34465e-07
14224,723.7896,-13.990329,25.171238,1372.6265,0.20195967,0.031520307,1353.5706566304502,0.717582,1.1614919049320567,0.0020430954,0.00021606973,0.000211381,0.27366507,0.017687412,0.005104929,0.6282519630950086,0.15748219337721792,0.2478185,1.8626451e-08,-2.9802322e-07
7144,-402.44864,-17.352203,23.370491,2348.4915,0.093069784,0.011888862,934.3171381691266,0.25924924,1.0407265525029195,0.02742723,0.0042631356,0.004054446,0.07558837,0.0032439406,0.0007239431,0.14642491199801785,0.020892890584633395,0.056639034,9.313226e-10,-4.246831e-07
1163,119.1591,-17.450317,24.521809,1181.2645,0.80547273,0.2463693,1110.1177985472673,0.5427686,1.2417744943471742,0.6501214,0.22757186,0.26669282,0.66361123,0.037803963,0.0069965124,0.7465063507518662,0.212644017976379,0.5170616,1.4901161e-08,5.364418e-07
4100,764.3189,-16.934793,24.493923,352.9623,0.31530172,0.056971014,1364.603228956321,0.6531552,1.0268498139224662,0.10243025,0.025869692,0.02736289,0.39806888,0.016113402,0.002605021,0.03054218743829669,0.0031291869762642976,0.43380228,4.4703484e-08,3.5762787e-07
15329,872.82794,-15.035096,24.882906,640.5118,0.36396867,0.06947696,1551.2770871079724,0.73913133,1.258723288213676,0.12960777,0.019214455,0.015062556,0.533382,0.062133405,0.024341106,0.016155315052248004,0.001491654041206325,0.64308584,7.4505806e-08,1.7881393e-07
