,MCDropout (entropy),MCDropout (std),MCDropout (mutual information),NN (entropy),NN (max prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),LOF (outlier score),LogReg (entropy),LogReg (max prob),AnchoredNNEnsemble (entropy),AnchoredNNEnsemble (std),AnchoredNNEnsemble (mutual information),PPCA (log prob),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),AE (reconstr err),Number of models
4307,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,5
11163,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,5
13778,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,5
4500,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,5
14459,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,5
5808,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,5
5818,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,5
11441,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,5
2468,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,5
5823,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,5
10919,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,5
16065,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,5
13305,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,5
8277,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,5
11791,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,5
16762,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,5
717,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,5
6773,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,5
3904,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,5
4699,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,5
16540,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,5
7355,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,5
2895,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,5
13705,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,5
2204,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,5
7538,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,5
9008,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,5
13463,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,5
16166,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,5
10165,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,5
10997,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,5
14884,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,5
15037,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,5
11084,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,5
5048,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,5
6049,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,5
17507,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,5
5672,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,5
1700,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
7846,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4
2743,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,4
6261,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
3765,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,4
6043,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4
6401,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,4
12310,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,4
13243,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,4
5410,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
3104,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,4
2866,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4
3277,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
4997,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,4
14815,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,4
3630,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
10058,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
342,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
15572,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4
6871,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
5661,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
14072,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,4
15306,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
2660,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,4
155,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
4796,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,4
11777,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
13878,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
1958,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,4
13154,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
946,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
4396,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
3764,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
15972,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4
4937,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
12920,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
5939,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
12654,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
17394,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
3641,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
4027,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
9867,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
11951,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,4
9302,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
1361,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,4
10576,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
4460,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
13803,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,4
8801,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
17423,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,4
11107,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,4
4916,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
13723,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,4
13271,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,4
11737,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
14866,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,4
1338,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
3500,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
10587,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,4
3129,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,4
5059,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4
11994,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,4
15602,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
2032,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
1401,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
12000,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,4
174,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,4
17219,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4
12866,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
7382,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
5443,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
4234,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,4
15594,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,4
17528,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
17993,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
1348,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
12261,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4
14482,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
10848,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
16676,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,4
16906,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4
13202,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
6242,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4
3156,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
10827,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
13603,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,4
7411,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,4
7871,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
3832,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
634,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
14496,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4
17030,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,4
5463,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4
1546,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
1094,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,4
9501,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
270,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
670,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,4
5869,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,4
10366,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
15487,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
3854,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4
7156,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,4
4945,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4
17287,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
7368,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
4434,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,4
4199,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,4
4886,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
17230,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
15266,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
4213,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
3882,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
3947,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,4
7851,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
3929,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
9062,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,4
17598,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
15824,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4
9523,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,4
2787,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,4
16286,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
17885,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,4
886,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
10327,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
1630,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
690,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
6990,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
913,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3
16222,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
7835,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
1967,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3
1072,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
3893,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
7568,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13450,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
6155,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
11456,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15601,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
12130,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
5307,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
1823,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,3
12936,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
16690,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
17207,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
8851,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
7395,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15752,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
8690,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
8386,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
11259,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3
15999,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
14746,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
146,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
10906,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3
15342,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
1875,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
1774,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3
11169,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
5552,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,3
12109,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
4390,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
9421,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3
5345,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
7081,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
4008,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
14304,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
4615,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3
5447,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13440,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15249,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
15818,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13644,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
18054,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
13767,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
3868,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3
11810,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
6972,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
3416,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3
14344,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
11134,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
8385,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
2466,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,3
7579,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,3
3552,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
7296,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
721,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
6465,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,3
12014,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,3
15009,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3
14002,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
17971,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15877,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3
5754,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13776,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
16485,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13151,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
14122,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
14777,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,3
16228,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
14715,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
12737,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
17037,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3
9689,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
16479,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
17839,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3
10016,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
4769,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
7032,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
992,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
10350,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3
10101,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
6416,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
11863,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
3935,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
7742,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
628,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,3
7778,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3
14196,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
4967,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3
5520,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
10152,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3
10642,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
7470,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13963,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15792,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
187,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
16728,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
14223,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
1227,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
9582,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,3
14878,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
16830,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
12328,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3
15737,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,3
16812,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
5621,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
2767,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15873,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
15448,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
8548,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
11949,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3
2295,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,3
8036,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
8315,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
6040,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3
142,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
14138,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
4458,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,3
15497,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
1117,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
6218,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
5685,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
13861,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,3
7674,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3
13378,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
7763,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
9968,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
5744,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
8588,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
4017,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,3
14800,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3
7480,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3
5041,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
1337,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
1526,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
5283,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3
441,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3
